,Jahr,RSK_Fruehling,RSK_Sommer,RSK_Herbst,RSK_Winter,RSK_Fruehling_RCP8.5_Minimum,RSK_Fruehling_RCP8.5_Median,RSK_Fruehling_RCP8.5_Maximum,RSK_Fruehling_RCP4.5_Minimum,RSK_Fruehling_RCP4.5_Median,RSK_Fruehling_RCP4.5_Maximum,RSK_Fruehling_RCP2.6_Minimum,RSK_Fruehling_RCP2.6_Median,RSK_Fruehling_RCP2.6_Maximum,RSK_Sommer_RCP8.5_Minimum,RSK_Sommer_RCP8.5_Median,RSK_Sommer_RCP8.5_Maximum,RSK_Sommer_RCP4.5_Minimum,RSK_Sommer_RCP4.5_Median,RSK_Sommer_RCP4.5_Maximum,RSK_Sommer_RCP2.6_Minimum,RSK_Sommer_RCP2.6_Median,RSK_Sommer_RCP2.6_Maximum,RSK_Herbst_RCP8.5_Minimum,RSK_Herbst_RCP8.5_Median,RSK_Herbst_RCP8.5_Maximum,RSK_Herbst_RCP4.5_Minimum,RSK_Herbst_RCP4.5_Median,RSK_Herbst_RCP4.5_Maximum,RSK_Herbst_RCP2.6_Minimum,RSK_Herbst_RCP2.6_Median,RSK_Herbst_RCP2.6_Maximum,RSK_Winter_RCP8.5_Minimum,RSK_Winter_RCP8.5_Median,RSK_Winter_RCP8.5_Maximum,RSK_Winter_RCP4.5_Minimum,RSK_Winter_RCP4.5_Median,RSK_Winter_RCP4.5_Maximum,RSK_Winter_RCP2.6_Minimum,RSK_Winter_RCP2.6_Median,RSK_Winter_RCP2.6_Maximum
44,2013.0,,,,,7.836363636363636,9.681818181818182,11.696969696969697,8.684848484848485,9.66060606060606,10.848484848484848,8.642424242424243,9.915151515151516,12.121212121212121,4.115151515151515,7.9757575757575765,9.969696969696969,6.533333333333333,7.890909090909091,10.478787878787879,8.357575757575757,7.848484848484849,10.054545454545455,7.836363636363636,10.551515151515153,12.969696969696969,9.575757575757576,10.975757575757576,12.333333333333332,8.684848484848485,10.848484848484848,12.58787878787879,8.86060606060606,11.575757575757576,14.375757575757577,10.303030303030303,11.490909090909092,13.56969696969697,10.727272727272727,11.469696969696969,14.121212121212121
45,2014.0,,,,,7.75909090909091,9.670454545454545,11.757575757575758,8.637878787878789,9.648484848484848,10.878787878787879,8.593939393939394,9.912121212121212,12.196969696969697,4.012121212121212,8.010606060606062,10.075757575757576,6.516666666666667,7.922727272727273,10.603030303030303,8.406060606060606,7.878787878787879,10.163636363636364,7.75909090909091,10.571212121212122,13.075757575757576,9.56060606060606,11.010606060606062,12.416666666666666,8.637878787878789,10.878787878787879,12.680303030303032,8.748484848484848,11.56060606060606,14.460606060606061,10.242424242424242,11.472727272727273,13.625757575757575,10.681818181818182,11.450757575757576,14.196969696969697
46,2015.0,,,,,7.681818181818182,9.659090909090908,11.818181818181818,8.590909090909092,9.636363636363637,10.90909090909091,8.545454545454545,9.90909090909091,12.272727272727273,3.909090909090909,8.045454545454545,10.181818181818182,6.5,7.954545454545454,10.727272727272727,8.454545454545453,7.909090909090909,10.272727272727273,7.681818181818182,10.590909090909092,13.181818181818182,9.545454545454545,11.045454545454545,12.5,8.590909090909092,10.90909090909091,12.772727272727273,8.636363636363637,11.545454545454545,14.545454545454547,10.181818181818182,11.454545454545455,13.681818181818182,10.636363636363637,11.431818181818182,14.272727272727273
47,2016.0,,,,,7.6045454545454545,9.647727272727273,11.878787878787879,8.543939393939393,9.624242424242423,10.93939393939394,8.496969696969696,9.906060606060606,12.348484848484848,3.806060606060606,8.08030303030303,10.287878787878789,6.483333333333333,7.986363636363636,10.851515151515152,8.503030303030302,7.9393939393939394,10.381818181818183,7.6045454545454545,10.610606060606061,13.287878787878789,9.530303030303031,11.08030303030303,12.583333333333332,8.543939393939393,10.93939393939394,12.865151515151517,8.524242424242424,11.530303030303031,14.63030303030303,10.121212121212121,11.436363636363637,13.737878787878788,10.59090909090909,11.412878787878787,14.348484848484848
48,2017.0,,,,,7.527272727272727,9.636363636363637,11.93939393939394,8.496969696969696,9.612121212121211,10.969696969696969,8.44848484848485,9.903030303030304,12.424242424242424,3.703030303030303,8.115151515151515,10.393939393939394,6.466666666666667,8.018181818181818,10.975757575757576,8.55151515151515,7.96969696969697,10.49090909090909,7.527272727272727,10.63030303030303,13.393939393939394,9.515151515151516,11.115151515151515,12.666666666666666,8.496969696969696,10.969696969696969,12.957575757575759,8.412121212121212,11.515151515151516,14.715151515151515,10.06060606060606,11.418181818181818,13.793939393939393,10.545454545454545,11.393939393939394,14.424242424242424
49,2018.0,,,,,7.45,9.625,12.0,8.45,9.6,11.0,8.4,9.9,12.5,3.6,8.15,10.5,6.45,8.05,11.1,8.6,8.0,10.6,7.45,10.65,13.5,9.5,11.15,12.75,8.45,11.0,13.05,8.3,11.5,14.8,10.0,11.4,13.85,10.5,11.375,14.5
50,2019.0,,,,,7.372727272727273,9.613636363636363,12.06060606060606,8.403030303030302,9.587878787878788,11.030303030303031,8.351515151515152,9.896969696969697,12.575757575757576,3.496969696969697,8.184848484848485,10.606060606060606,6.433333333333334,8.081818181818182,11.224242424242423,8.648484848484848,8.030303030303031,10.709090909090909,7.372727272727273,10.66969696969697,13.606060606060606,9.484848484848484,11.184848484848485,12.833333333333332,8.403030303030302,11.030303030303031,13.142424242424244,8.187878787878788,11.484848484848484,14.884848484848487,9.93939393939394,11.381818181818183,13.906060606060606,10.454545454545455,11.356060606060606,14.575757575757576
51,2020.0,,,,,7.295454545454545,9.602272727272727,12.121212121212121,8.356060606060606,9.575757575757576,11.06060606060606,8.303030303030303,9.893939393939394,12.651515151515152,3.393939393939394,8.21969696969697,10.712121212121213,6.416666666666667,8.113636363636363,11.348484848484848,8.696969696969697,8.06060606060606,10.818181818181818,7.295454545454545,10.68939393939394,13.712121212121213,9.469696969696969,11.21969696969697,12.916666666666666,8.356060606060606,11.06060606060606,13.234848484848486,8.075757575757576,11.469696969696969,14.96969696969697,9.878787878787879,11.363636363636363,13.962121212121211,10.409090909090908,11.337121212121213,14.651515151515152
52,2021.0,,,,,7.218181818181819,9.590909090909092,12.181818181818182,8.309090909090909,9.563636363636363,11.09090909090909,8.254545454545454,9.89090909090909,12.727272727272727,3.290909090909091,8.254545454545454,10.818181818181818,6.4,8.145454545454545,11.472727272727273,8.745454545454544,8.09090909090909,10.927272727272728,7.218181818181819,10.709090909090909,13.818181818181818,9.454545454545455,11.254545454545454,13.0,8.309090909090909,11.09090909090909,13.327272727272728,7.963636363636364,11.454545454545455,15.054545454545455,9.818181818181818,11.345454545454546,14.018181818181818,10.363636363636363,11.318181818181818,14.727272727272727
53,2022.0,,,,,7.140909090909091,9.579545454545455,12.242424242424242,8.262121212121212,9.55151515151515,11.121212121212121,8.206060606060607,9.887878787878789,12.803030303030303,3.187878787878788,8.289393939393939,10.924242424242424,6.383333333333334,8.177272727272728,11.596969696969698,8.793939393939393,8.121212121212121,11.036363636363635,7.140909090909091,10.728787878787879,13.924242424242424,9.43939393939394,11.289393939393939,13.083333333333332,8.262121212121212,11.121212121212121,13.419696969696972,7.851515151515152,11.43939393939394,15.13939393939394,9.757575757575758,11.327272727272728,14.074242424242424,10.318181818181818,11.299242424242424,14.803030303030303
54,2023.0,,,,,7.0636363636363635,9.568181818181818,12.303030303030303,8.215151515151515,9.539393939393939,11.151515151515152,8.157575757575758,9.884848484848485,12.878787878787879,3.084848484848485,8.324242424242424,11.030303030303031,6.366666666666667,8.209090909090909,11.72121212121212,8.842424242424242,8.151515151515152,11.145454545454545,7.0636363636363635,10.74848484848485,14.030303030303031,9.424242424242424,11.324242424242424,13.166666666666666,8.215151515151515,11.151515151515152,13.512121212121214,7.739393939393939,11.424242424242424,15.224242424242425,9.696969696969697,11.309090909090909,14.130303030303029,10.272727272727273,11.280303030303031,14.878787878787879
55,2024.0,,,,,6.986363636363636,9.556818181818182,12.363636363636363,8.168181818181818,9.527272727272727,11.181818181818182,8.10909090909091,9.881818181818183,12.954545454545455,2.9818181818181824,8.35909090909091,11.136363636363637,6.35,8.24090909090909,11.845454545454546,8.89090909090909,8.181818181818182,11.254545454545454,6.986363636363636,10.76818181818182,14.136363636363637,9.409090909090908,11.35909090909091,13.25,8.168181818181818,11.181818181818182,13.604545454545455,7.627272727272727,11.409090909090908,15.30909090909091,9.636363636363637,11.290909090909091,14.186363636363636,10.227272727272727,11.261363636363637,14.954545454545455
56,2025.0,,,,,6.909090909090909,9.545454545454545,12.424242424242424,8.121212121212121,9.515151515151516,11.212121212121213,8.06060606060606,9.878787878787879,13.030303030303031,2.878787878787879,8.393939393939394,11.242424242424242,6.333333333333334,8.272727272727273,11.969696969696969,8.93939393939394,8.212121212121213,11.363636363636363,6.909090909090909,10.787878787878789,14.242424242424242,9.393939393939394,11.393939393939394,13.333333333333332,8.121212121212121,11.212121212121213,13.696969696969699,7.515151515151516,11.393939393939394,15.393939393939394,9.575757575757576,11.272727272727273,14.242424242424242,10.181818181818182,11.242424242424242,15.030303030303031
57,2026.0,,,,,6.831818181818182,9.534090909090908,12.484848484848484,8.074242424242424,9.503030303030302,11.242424242424242,8.012121212121212,9.875757575757577,13.106060606060606,2.7757575757575754,8.42878787878788,11.348484848484848,6.316666666666666,8.304545454545455,12.093939393939394,8.987878787878788,8.242424242424242,11.472727272727273,6.831818181818182,10.807575757575759,14.348484848484848,9.378787878787879,11.42878787878788,13.416666666666666,8.074242424242424,11.242424242424242,13.78939393939394,7.403030303030303,11.378787878787879,15.47878787878788,9.515151515151516,11.254545454545456,14.298484848484847,10.136363636363637,11.223484848484848,15.106060606060606
58,2027.0,,,,,6.754545454545455,9.522727272727273,12.545454545454545,8.027272727272727,9.49090909090909,11.272727272727273,7.963636363636364,9.872727272727273,13.181818181818182,2.672727272727273,8.463636363636365,11.454545454545455,6.3,8.336363636363636,12.218181818181819,9.036363636363635,8.272727272727273,11.581818181818182,6.754545454545455,10.827272727272728,14.454545454545455,9.363636363636363,11.463636363636365,13.5,8.027272727272727,11.272727272727273,13.881818181818183,7.290909090909091,11.363636363636363,15.563636363636364,9.454545454545455,11.236363636363636,14.354545454545454,10.09090909090909,11.204545454545455,15.181818181818182
59,2028.0,,,,,6.677272727272728,9.511363636363637,12.606060606060606,7.9803030303030305,9.478787878787879,11.303030303030303,7.915151515151515,9.869696969696971,13.257575757575758,2.5696969696969703,8.49848484848485,11.56060606060606,6.283333333333333,8.368181818181817,12.342424242424242,9.084848484848484,8.303030303030303,11.690909090909091,6.677272727272728,10.846969696969698,14.56060606060606,9.348484848484848,11.49848484848485,13.583333333333332,7.9803030303030305,11.303030303030303,13.974242424242426,7.178787878787879,11.348484848484848,15.648484848484848,9.393939393939394,11.218181818181819,14.41060606060606,10.045454545454545,11.18560606060606,15.257575757575758
60,2029.0,,,,,6.6,9.5,12.666666666666668,7.933333333333334,9.466666666666667,11.333333333333334,7.866666666666667,9.866666666666667,13.333333333333334,2.466666666666667,8.533333333333333,11.666666666666668,6.266666666666667,8.4,12.466666666666667,9.133333333333333,8.333333333333334,11.8,6.6,10.866666666666667,14.666666666666668,9.333333333333334,11.533333333333333,13.666666666666666,7.933333333333334,11.333333333333334,14.066666666666668,7.066666666666666,11.333333333333334,15.733333333333334,9.333333333333332,11.200000000000001,14.466666666666665,10.0,11.166666666666666,15.333333333333334
61,2030.0,,,,,6.522727272727273,9.488636363636363,12.727272727272727,7.886363636363637,9.454545454545453,11.363636363636363,7.818181818181818,9.863636363636363,13.40909090909091,2.3636363636363633,8.568181818181818,11.772727272727273,6.25,8.431818181818182,12.59090909090909,9.181818181818182,8.363636363636363,11.90909090909091,6.522727272727273,10.886363636363637,14.772727272727273,9.318181818181818,11.568181818181818,13.75,7.886363636363637,11.363636363636363,14.15909090909091,6.954545454545454,11.318181818181818,15.81818181818182,9.272727272727273,11.181818181818182,14.522727272727272,9.954545454545455,11.147727272727273,15.40909090909091
62,2031.0,,,,,6.445454545454545,9.477272727272727,12.787878787878789,7.83939393939394,9.442424242424241,11.393939393939394,7.7696969696969695,9.860606060606061,13.484848484848484,2.2606060606060607,8.603030303030303,11.878787878787879,6.233333333333333,8.463636363636363,12.715151515151515,9.23030303030303,8.393939393939394,12.018181818181818,6.445454545454545,10.906060606060606,14.878787878787879,9.303030303030303,11.603030303030303,13.833333333333332,7.83939393939394,11.393939393939394,14.251515151515154,6.842424242424243,11.303030303030303,15.903030303030304,9.212121212121211,11.163636363636364,14.578787878787878,9.90909090909091,11.128787878787879,15.484848484848484
63,2032.0,,,,,6.368181818181818,9.465909090909092,12.848484848484848,7.792424242424243,9.43030303030303,11.424242424242424,7.721212121212121,9.857575757575757,13.56060606060606,2.157575757575758,8.637878787878789,11.984848484848484,6.216666666666667,8.495454545454546,12.83939393939394,9.278787878787877,8.424242424242424,12.127272727272727,6.368181818181818,10.925757575757576,14.984848484848484,9.287878787878787,11.637878787878789,13.916666666666666,7.792424242424243,11.424242424242424,14.343939393939396,6.7303030303030305,11.287878787878787,15.987878787878788,9.151515151515152,11.145454545454546,14.634848484848485,9.863636363636363,11.109848484848484,15.56060606060606
64,2033.0,,,,,6.290909090909091,9.454545454545455,12.90909090909091,7.745454545454546,9.418181818181818,11.454545454545455,7.672727272727273,9.854545454545455,13.636363636363637,2.0545454545454547,8.672727272727274,12.09090909090909,6.2,8.527272727272727,12.963636363636363,9.327272727272726,8.454545454545455,12.236363636363636,6.290909090909091,10.945454545454545,15.09090909090909,9.272727272727273,11.672727272727274,14.0,7.745454545454546,11.454545454545455,14.436363636363637,6.618181818181818,11.272727272727273,16.072727272727274,9.09090909090909,11.127272727272729,14.690909090909091,9.818181818181818,11.09090909090909,15.636363636363637
65,2034.0,,,,,6.213636363636364,9.443181818181818,12.969696969696969,7.698484848484849,9.406060606060606,11.484848484848484,7.624242424242424,9.851515151515152,13.712121212121213,1.9515151515151512,8.707575757575757,12.196969696969697,6.183333333333334,8.559090909090909,13.087878787878788,9.375757575757575,8.484848484848484,12.345454545454544,6.213636363636364,10.965151515151515,15.196969696969697,9.257575757575758,11.707575757575757,14.083333333333332,7.698484848484849,11.484848484848484,14.528787878787881,6.506060606060606,11.257575757575758,16.157575757575756,9.030303030303031,11.10909090909091,14.746969696969696,9.772727272727273,11.071969696969697,15.712121212121213
66,2035.0,,,,,6.136363636363637,9.431818181818182,13.030303030303031,7.651515151515152,9.393939393939393,11.515151515151516,7.575757575757576,9.84848484848485,13.787878787878789,1.8484848484848486,8.742424242424242,12.303030303030303,6.166666666666667,8.59090909090909,13.212121212121211,9.424242424242424,8.515151515151516,12.454545454545453,6.136363636363637,10.984848484848486,15.303030303030303,9.242424242424242,11.742424242424242,14.166666666666666,7.651515151515152,11.515151515151516,14.621212121212123,6.393939393939394,11.242424242424242,16.242424242424242,8.969696969696969,11.090909090909092,14.803030303030303,9.727272727272727,11.053030303030303,15.787878787878789
67,2036.0,,,,,6.059090909090909,9.420454545454545,13.09090909090909,7.6045454545454545,9.381818181818181,11.545454545454545,7.527272727272727,9.845454545454546,13.863636363636363,1.745454545454546,8.777272727272727,12.40909090909091,6.15,8.622727272727273,13.336363636363636,9.472727272727273,8.545454545454545,12.563636363636363,6.059090909090909,11.004545454545456,15.40909090909091,9.227272727272727,11.777272727272727,14.25,7.6045454545454545,11.545454545454545,14.713636363636365,6.281818181818182,11.227272727272727,16.327272727272728,8.90909090909091,11.072727272727274,14.85909090909091,9.681818181818182,11.034090909090908,15.863636363636363
68,2037.0,,,,,5.981818181818182,9.409090909090908,13.151515151515152,7.557575757575758,9.36969696969697,11.575757575757576,7.4787878787878785,9.842424242424244,13.93939393939394,1.6424242424242426,8.812121212121212,12.515151515151516,6.133333333333334,8.654545454545454,13.460606060606061,9.52121212121212,8.575757575757576,12.672727272727272,5.981818181818182,11.024242424242425,15.515151515151516,9.212121212121213,11.812121212121212,14.333333333333332,7.557575757575758,11.575757575757576,14.806060606060608,6.16969696969697,11.212121212121213,16.412121212121214,8.848484848484848,11.054545454545455,14.915151515151514,9.636363636363637,11.015151515151516,15.93939393939394
69,2038.0,,,,,5.904545454545454,9.397727272727273,13.212121212121213,7.510606060606061,9.357575757575757,11.606060606060606,7.43030303030303,9.83939393939394,14.015151515151516,1.539393939393939,8.846969696969698,12.621212121212121,6.116666666666667,8.686363636363636,13.584848484848486,9.569696969696968,8.606060606060606,12.781818181818181,5.904545454545454,11.043939393939395,15.621212121212121,9.196969696969697,11.846969696969698,14.416666666666666,7.510606060606061,11.606060606060606,14.89848484848485,6.057575757575758,11.196969696969697,16.4969696969697,8.787878787878787,11.036363636363637,14.97121212121212,9.59090909090909,10.996212121212121,16.015151515151516
70,2039.0,,,,,5.827272727272727,9.386363636363637,13.272727272727273,7.463636363636364,9.345454545454546,11.636363636363637,7.381818181818182,9.836363636363638,14.09090909090909,1.4363636363636365,8.881818181818183,12.727272727272727,6.1000000000000005,8.718181818181819,13.709090909090909,9.618181818181817,8.636363636363637,12.89090909090909,5.827272727272727,11.063636363636364,15.727272727272727,9.181818181818182,11.881818181818183,14.5,7.463636363636364,11.636363636363637,14.990909090909092,5.945454545454545,11.181818181818182,16.581818181818182,8.727272727272727,11.01818181818182,15.027272727272727,9.545454545454545,10.977272727272727,16.09090909090909
71,2040.0,,,,,5.75,9.375,13.333333333333334,7.416666666666667,9.333333333333332,11.666666666666666,7.333333333333334,9.833333333333334,14.166666666666668,1.333333333333334,8.916666666666668,12.833333333333334,6.083333333333334,8.75,13.833333333333332,9.666666666666666,8.666666666666666,13.0,5.75,11.083333333333334,15.833333333333334,9.166666666666666,11.916666666666668,14.583333333333332,7.416666666666667,11.666666666666666,15.083333333333336,5.833333333333333,11.166666666666666,16.666666666666668,8.666666666666666,11.0,15.083333333333332,9.5,10.958333333333334,16.166666666666668
72,2041.0,,,,,5.672727272727273,9.363636363636363,13.393939393939394,7.36969696969697,9.32121212121212,11.696969696969697,7.284848484848485,9.83030303030303,14.242424242424242,1.2303030303030305,8.951515151515153,12.93939393939394,6.066666666666666,8.781818181818181,13.957575757575757,9.715151515151515,8.696969696969697,13.10909090909091,5.672727272727273,11.103030303030303,15.93939393939394,9.151515151515152,11.951515151515153,14.666666666666666,7.36969696969697,11.696969696969697,15.175757575757578,5.721212121212121,11.151515151515152,16.751515151515154,8.606060606060606,10.981818181818182,15.139393939393939,9.454545454545455,10.93939393939394,16.242424242424242
73,2042.0,,,,,5.595454545454546,9.352272727272727,13.454545454545455,7.322727272727272,9.309090909090909,11.727272727272727,7.236363636363636,9.827272727272728,14.318181818181818,1.127272727272727,8.986363636363636,13.045454545454547,6.050000000000001,8.813636363636363,14.081818181818182,9.763636363636362,8.727272727272727,13.218181818181819,5.595454545454546,11.122727272727273,16.045454545454547,9.136363636363637,11.986363636363636,14.75,7.322727272727272,11.727272727272727,15.26818181818182,5.609090909090909,11.136363636363637,16.836363636363636,8.545454545454545,10.963636363636365,15.195454545454545,9.40909090909091,10.920454545454545,16.31818181818182
74,2043.0,,,,,5.5181818181818185,9.340909090909092,13.515151515151516,7.275757575757575,9.296969696969697,11.757575757575758,7.1878787878787875,9.824242424242424,14.393939393939394,1.0242424242424244,9.021212121212121,13.151515151515152,6.033333333333333,8.845454545454546,14.206060606060607,9.81212121212121,8.757575757575758,13.327272727272728,5.5181818181818185,11.142424242424243,16.151515151515152,9.121212121212121,12.021212121212121,14.833333333333332,7.275757575757575,11.757575757575758,15.360606060606063,5.496969696969697,11.121212121212121,16.921212121212122,8.484848484848484,10.945454545454545,15.25151515151515,9.363636363636363,10.901515151515152,16.393939393939394
75,2044.0,,,,,5.440909090909091,9.329545454545455,13.575757575757576,7.2287878787878785,9.284848484848485,11.787878787878787,7.139393939393939,9.821212121212122,14.469696969696969,0.9212121212121218,9.056060606060607,13.257575757575758,6.016666666666667,8.877272727272727,14.33030303030303,9.86060606060606,8.787878787878787,13.436363636363636,5.440909090909091,11.162121212121212,16.257575757575758,9.106060606060606,12.056060606060607,14.916666666666666,7.2287878787878785,11.787878787878787,15.453030303030305,5.384848484848485,11.106060606060606,17.006060606060608,8.424242424242424,10.927272727272728,15.307575757575757,9.318181818181818,10.882575757575758,16.46969696969697
76,2045.0,,,,,5.363636363636363,9.318181818181818,13.636363636363637,7.181818181818182,9.272727272727272,11.818181818181818,7.090909090909091,9.818181818181818,14.545454545454547,0.8181818181818183,9.090909090909092,13.363636363636363,6.0,8.909090909090908,14.454545454545453,9.909090909090908,8.818181818181818,13.545454545454545,5.363636363636363,11.181818181818183,16.363636363636363,9.09090909090909,12.090909090909092,15.0,7.181818181818182,11.818181818181818,15.545454545454547,5.2727272727272725,11.09090909090909,17.090909090909093,8.363636363636363,10.90909090909091,15.363636363636363,9.272727272727273,10.863636363636363,16.545454545454547
77,2046.0,,,,,5.286363636363636,9.306818181818182,13.696969696969697,7.134848484848485,9.26060606060606,11.848484848484848,7.042424242424243,9.815151515151516,14.621212121212121,0.7151515151515149,9.125757575757577,13.469696969696969,5.983333333333333,8.940909090909091,14.578787878787878,9.957575757575757,8.848484848484848,13.654545454545454,5.286363636363636,11.201515151515153,16.46969696969697,9.075757575757576,12.125757575757577,15.083333333333332,7.134848484848485,11.848484848484848,15.63787878787879,5.16060606060606,11.075757575757576,17.175757575757576,8.303030303030303,10.89090909090909,15.419696969696968,9.227272727272727,10.844696969696969,16.62121212121212
78,2047.0,,,,,5.209090909090909,9.295454545454545,13.757575757575758,7.087878787878788,9.248484848484848,11.878787878787879,6.993939393939394,9.812121212121212,14.696969696969697,0.6121212121212123,9.16060606060606,13.575757575757576,5.966666666666667,8.972727272727273,14.703030303030303,10.006060606060604,8.878787878787879,13.763636363636364,5.209090909090909,11.221212121212123,16.575757575757578,9.06060606060606,12.16060606060606,15.166666666666666,7.087878787878788,11.878787878787879,15.730303030303032,5.048484848484849,11.06060606060606,17.26060606060606,8.242424242424242,10.872727272727273,15.475757575757575,9.181818181818182,10.825757575757576,16.696969696969695
79,2048.0,,,,,5.131818181818182,9.284090909090908,13.818181818181818,7.040909090909091,9.236363636363636,11.90909090909091,6.945454545454545,9.80909090909091,14.772727272727273,0.5090909090909097,9.195454545454545,13.681818181818182,5.95,9.004545454545454,14.827272727272728,10.054545454545455,8.90909090909091,13.872727272727271,5.131818181818182,11.240909090909092,16.68181818181818,9.045454545454545,12.195454545454545,15.25,7.040909090909091,11.90909090909091,15.822727272727274,4.9363636363636365,11.045454545454545,17.345454545454547,8.181818181818182,10.854545454545455,15.531818181818181,9.136363636363637,10.806818181818182,16.772727272727273
80,2049.0,,,,,5.054545454545455,9.272727272727273,13.878787878787879,6.993939393939394,9.224242424242423,11.93939393939394,6.8969696969696965,9.806060606060607,14.848484848484848,0.40606060606060623,9.23030303030303,13.787878787878789,5.933333333333334,9.036363636363635,14.951515151515151,10.103030303030302,8.93939393939394,13.98181818181818,5.054545454545455,11.260606060606062,16.78787878787879,9.030303030303031,12.23030303030303,15.333333333333332,6.993939393939394,11.93939393939394,15.915151515151518,4.824242424242424,11.030303030303031,17.43030303030303,8.121212121212121,10.836363636363638,15.587878787878786,9.09090909090909,10.787878787878787,16.848484848484848
81,2050.0,,,,,4.9772727272727275,9.261363636363637,13.93939393939394,6.946969696969697,9.212121212121211,11.969696969696969,6.848484848484849,9.803030303030305,14.924242424242426,0.30303030303030276,9.265151515151516,13.893939393939394,5.916666666666667,9.068181818181818,15.075757575757576,10.15151515151515,8.969696969696969,14.09090909090909,4.9772727272727275,11.280303030303031,16.893939393939394,9.015151515151516,12.265151515151516,15.416666666666666,6.946969696969697,11.969696969696969,16.007575757575758,4.712121212121212,11.015151515151516,17.515151515151516,8.06060606060606,10.818181818181818,15.643939393939393,9.045454545454545,10.768939393939394,16.924242424242426
82,2051.0,,,,,4.9,9.25,14.0,6.9,9.2,12.0,6.8,9.8,15.0,0.20000000000000018,9.3,14.0,5.9,9.1,15.2,10.2,9.0,14.2,4.9,11.3,17.0,9.0,12.3,15.5,6.9,12.0,16.1,4.6,11.0,17.6,8.0,10.8,15.7,9.0,10.75,17.0
83,2052.0,,,,,4.857575757575758,9.26969696969697,14.121212121212121,6.8121212121212125,9.187878787878788,11.975757575757576,6.809090909090909,9.781818181818183,14.972727272727273,0.14848484848484866,9.427272727272728,14.181818181818182,5.712121212121213,9.121212121212121,15.133333333333333,10.015151515151514,8.94848484848485,14.193939393939393,4.872727272727273,11.34848484848485,17.03030303030303,8.969696969696969,12.306060606060607,15.487878787878788,6.912121212121212,11.978787878787879,16.071212121212124,4.566666666666666,10.99090909090909,17.645454545454548,8.030303030303031,10.821212121212122,15.678787878787878,9.006060606060606,10.77878787878788,17.12121212121212
84,2053.0,,,,,4.815151515151515,9.289393939393939,14.242424242424242,6.724242424242425,9.175757575757576,11.951515151515151,6.818181818181818,9.763636363636364,14.945454545454545,0.09696969696969714,9.554545454545455,14.363636363636363,5.524242424242424,9.142424242424243,15.066666666666666,9.83030303030303,8.896969696969697,14.187878787878788,4.845454545454546,11.396969696969698,17.060606060606062,8.93939393939394,12.312121212121212,15.475757575757576,6.924242424242425,11.957575757575757,16.042424242424243,4.533333333333333,10.981818181818182,17.69090909090909,8.06060606060606,10.842424242424244,15.657575757575756,9.012121212121212,10.807575757575757,17.242424242424242
85,2054.0,,,,,4.772727272727273,9.309090909090909,14.363636363636363,6.636363636363637,9.163636363636362,11.927272727272728,6.827272727272727,9.745454545454546,14.918181818181818,0.04545454545454561,9.681818181818182,14.545454545454545,5.336363636363637,9.163636363636364,15.0,9.645454545454545,8.845454545454546,14.181818181818182,4.818181818181818,11.445454545454545,17.09090909090909,8.909090909090908,12.318181818181818,15.463636363636363,6.9363636363636365,11.936363636363636,16.013636363636365,4.5,10.972727272727273,17.736363636363638,8.090909090909092,10.863636363636365,15.636363636363635,9.018181818181818,10.836363636363636,17.363636363636363
86,2055.0,,,,,4.7303030303030305,9.328787878787878,14.484848484848484,6.548484848484849,9.15151515151515,11.903030303030302,6.836363636363636,9.727272727272728,14.89090909090909,-0.006060606060605905,9.80909090909091,14.727272727272727,5.148484848484848,9.184848484848485,14.933333333333334,9.46060606060606,8.793939393939393,14.175757575757576,4.790909090909091,11.493939393939394,17.12121212121212,8.878787878787879,12.324242424242424,15.451515151515151,6.948484848484849,11.915151515151516,15.984848484848486,4.466666666666667,10.963636363636363,17.781818181818185,8.121212121212121,10.884848484848485,15.615151515151515,9.024242424242424,10.865151515151515,17.484848484848484
87,2056.0,,,,,4.687878787878788,9.348484848484848,14.606060606060606,6.460606060606061,9.139393939393939,11.878787878787879,6.845454545454546,9.709090909090909,14.863636363636363,-0.05757575757575745,9.936363636363637,14.90909090909091,4.960606060606061,9.206060606060605,14.866666666666665,9.275757575757575,8.742424242424242,14.16969696969697,4.763636363636364,11.542424242424243,17.151515151515152,8.848484848484848,12.33030303030303,15.43939393939394,6.960606060606061,11.893939393939394,15.956060606060607,4.433333333333333,10.954545454545455,17.827272727272728,8.151515151515152,10.906060606060606,15.593939393939394,9.03030303030303,10.893939393939394,17.606060606060606
88,2057.0,,,,,4.6454545454545455,9.368181818181819,14.727272727272727,6.372727272727273,9.127272727272727,11.854545454545454,6.8545454545454545,9.690909090909091,14.836363636363636,-0.10909090909090896,10.063636363636364,15.09090909090909,4.772727272727273,9.227272727272727,14.799999999999999,9.09090909090909,8.690909090909091,14.163636363636362,4.736363636363636,11.590909090909092,17.181818181818183,8.818181818181818,12.336363636363638,15.427272727272728,6.972727272727273,11.872727272727273,15.927272727272728,4.3999999999999995,10.945454545454545,17.872727272727275,8.181818181818182,10.927272727272728,15.572727272727272,9.036363636363637,10.922727272727272,17.727272727272727
