,Jahr,RSK_Fruehling,RSK_Sommer,RSK_Herbst,RSK_Winter,RSK_Fruehling_RCP8.5_Minimum,RSK_Fruehling_RCP8.5_Median,RSK_Fruehling_RCP8.5_Maximum,RSK_Fruehling_RCP4.5_Minimum,RSK_Fruehling_RCP4.5_Median,RSK_Fruehling_RCP4.5_Maximum,RSK_Fruehling_RCP2.6_Minimum,RSK_Fruehling_RCP2.6_Median,RSK_Fruehling_RCP2.6_Maximum,RSK_Sommer_RCP8.5_Minimum,RSK_Sommer_RCP8.5_Median,RSK_Sommer_RCP8.5_Maximum,RSK_Sommer_RCP4.5_Minimum,RSK_Sommer_RCP4.5_Median,RSK_Sommer_RCP4.5_Maximum,RSK_Sommer_RCP2.6_Minimum,RSK_Sommer_RCP2.6_Median,RSK_Sommer_RCP2.6_Maximum,RSK_Herbst_RCP8.5_Minimum,RSK_Herbst_RCP8.5_Median,RSK_Herbst_RCP8.5_Maximum,RSK_Herbst_RCP4.5_Minimum,RSK_Herbst_RCP4.5_Median,RSK_Herbst_RCP4.5_Maximum,RSK_Herbst_RCP2.6_Minimum,RSK_Herbst_RCP2.6_Median,RSK_Herbst_RCP2.6_Maximum,RSK_Winter_RCP8.5_Minimum,RSK_Winter_RCP8.5_Median,RSK_Winter_RCP8.5_Maximum,RSK_Winter_RCP4.5_Minimum,RSK_Winter_RCP4.5_Median,RSK_Winter_RCP4.5_Maximum,RSK_Winter_RCP2.6_Minimum,RSK_Winter_RCP2.6_Median,RSK_Winter_RCP2.6_Maximum
89,2058.0,,,,,4.6030303030303035,9.387878787878789,14.848484848484848,6.284848484848485,9.115151515151515,11.83030303030303,6.863636363636363,9.672727272727274,14.809090909090909,-0.16060606060606047,10.190909090909091,15.272727272727273,4.584848484848485,9.248484848484848,14.733333333333333,8.906060606060606,8.639393939393939,14.157575757575756,4.709090909090909,11.63939393939394,17.21212121212121,8.787878787878787,12.342424242424244,15.415151515151516,6.984848484848485,11.851515151515152,15.89848484848485,4.366666666666666,10.936363636363636,17.918181818181818,8.212121212121213,10.94848484848485,15.55151515151515,9.042424242424243,10.951515151515151,17.848484848484848
90,2059.0,,,,,4.5606060606060606,9.407575757575758,14.969696969696969,6.196969696969697,9.103030303030303,11.806060606060607,6.872727272727272,9.654545454545454,14.781818181818181,-0.212121212121212,10.318181818181818,15.454545454545455,4.396969696969697,9.26969696969697,14.666666666666666,8.72121212121212,8.587878787878788,14.15151515151515,4.681818181818182,11.68787878787879,17.242424242424242,8.757575757575758,12.34848484848485,15.403030303030302,6.996969696969697,11.83030303030303,15.869696969696971,4.333333333333333,10.927272727272728,17.963636363636365,8.242424242424242,10.96969696969697,15.53030303030303,9.048484848484849,10.98030303030303,17.96969696969697
91,2060.0,,,,,4.5181818181818185,9.427272727272728,15.09090909090909,6.109090909090909,9.09090909090909,11.781818181818181,6.881818181818182,9.636363636363637,14.754545454545454,-0.2636363636363635,10.445454545454545,15.636363636363637,4.209090909090909,9.290909090909091,14.6,8.536363636363635,8.536363636363637,14.145454545454545,4.654545454545455,11.736363636363636,17.272727272727273,8.727272727272727,12.354545454545455,15.39090909090909,7.00909090909091,11.809090909090909,15.840909090909092,4.3,10.918181818181818,18.00909090909091,8.272727272727273,10.990909090909092,15.509090909090908,9.054545454545455,11.00909090909091,18.09090909090909
92,2061.0,,,,,4.4757575757575765,9.446969696969697,15.212121212121213,6.0212121212121215,9.078787878787878,11.757575757575758,6.890909090909091,9.618181818181819,14.727272727272727,-0.31515151515151507,10.572727272727274,15.818181818181818,4.0212121212121215,9.312121212121212,14.533333333333333,8.351515151515152,8.484848484848484,14.139393939393939,4.627272727272728,11.784848484848485,17.303030303030305,8.696969696969697,12.360606060606061,15.378787878787879,7.0212121212121215,11.787878787878789,15.812121212121212,4.266666666666667,10.909090909090908,18.054545454545455,8.303030303030303,11.012121212121212,15.487878787878788,9.06060606060606,11.037878787878787,18.21212121212121
93,2062.0,,,,,4.433333333333334,9.466666666666667,15.333333333333334,5.933333333333334,9.066666666666666,11.733333333333333,6.8999999999999995,9.6,14.7,-0.3666666666666666,10.700000000000001,16.0,3.8333333333333335,9.333333333333334,14.466666666666667,8.166666666666666,8.433333333333334,14.133333333333333,4.6000000000000005,11.833333333333334,17.333333333333332,8.666666666666666,12.366666666666667,15.366666666666667,7.033333333333333,11.766666666666667,15.783333333333335,4.233333333333333,10.9,18.1,8.333333333333334,11.033333333333333,15.466666666666667,9.066666666666666,11.066666666666666,18.333333333333332
94,2063.0,,,,,4.390909090909091,9.486363636363636,15.454545454545455,5.845454545454546,9.054545454545455,11.709090909090909,6.909090909090909,9.581818181818182,14.672727272727272,-0.4181818181818181,10.827272727272728,16.18181818181818,3.6454545454545455,9.354545454545455,14.399999999999999,7.981818181818181,8.381818181818181,14.127272727272727,4.572727272727273,11.881818181818183,17.363636363636363,8.636363636363637,12.372727272727273,15.354545454545454,7.045454545454546,11.745454545454546,15.754545454545456,4.199999999999999,10.89090909090909,18.145454545454548,8.363636363636363,11.054545454545455,15.445454545454545,9.072727272727272,11.095454545454546,18.454545454545453
95,2064.0,,,,,4.348484848484849,9.506060606060606,15.575757575757576,5.757575757575758,9.042424242424243,11.684848484848484,6.918181818181818,9.563636363636364,14.645454545454545,-0.4696969696969696,10.954545454545455,16.363636363636363,3.4575757575757575,9.375757575757575,14.333333333333332,7.796969696969697,8.33030303030303,14.121212121212121,4.545454545454546,11.930303030303032,17.393939393939394,8.606060606060606,12.378787878787879,15.342424242424242,7.057575757575758,11.724242424242425,15.725757575757576,4.166666666666666,10.881818181818181,18.19090909090909,8.393939393939394,11.075757575757576,15.424242424242424,9.078787878787878,11.124242424242423,18.575757575757574
96,2065.0,,,,,4.306060606060607,9.525757575757575,15.696969696969697,5.66969696969697,9.03030303030303,11.66060606060606,6.927272727272727,9.545454545454545,14.618181818181817,-0.5212121212121211,11.081818181818182,16.545454545454547,3.26969696969697,9.396969696969697,14.266666666666666,7.612121212121211,8.27878787878788,14.115151515151515,4.5181818181818185,11.978787878787879,17.424242424242426,8.575757575757576,12.384848484848485,15.33030303030303,7.06969696969697,11.703030303030303,15.696969696969697,4.133333333333333,10.872727272727273,18.236363636363638,8.424242424242424,11.096969696969698,15.403030303030302,9.084848484848484,11.153030303030302,18.696969696969695
97,2066.0,,,,,4.263636363636364,9.545454545454545,15.818181818181818,5.581818181818182,9.018181818181818,11.636363636363637,6.9363636363636365,9.527272727272727,14.59090909090909,-0.5727272727272726,11.209090909090909,16.727272727272727,3.081818181818182,9.418181818181818,14.2,7.427272727272727,8.227272727272727,14.10909090909091,4.490909090909091,12.027272727272727,17.454545454545453,8.545454545454545,12.39090909090909,15.318181818181818,7.081818181818182,11.681818181818182,15.66818181818182,4.1,10.863636363636363,18.281818181818185,8.454545454545455,11.118181818181819,15.381818181818181,9.09090909090909,11.181818181818182,18.81818181818182
98,2067.0,,,,,4.221212121212122,9.565151515151515,15.93939393939394,5.493939393939394,9.006060606060606,11.612121212121211,6.945454545454545,9.50909090909091,14.563636363636363,-0.6242424242424242,11.336363636363636,16.90909090909091,2.893939393939394,9.43939393939394,14.133333333333333,7.242424242424242,8.175757575757576,14.103030303030303,4.463636363636364,12.075757575757576,17.484848484848484,8.515151515151516,12.396969696969697,15.306060606060607,7.093939393939394,11.66060606060606,15.63939393939394,4.066666666666666,10.854545454545454,18.327272727272728,8.484848484848484,11.13939393939394,15.36060606060606,9.096969696969696,11.210606060606061,18.939393939393938
99,2068.0,,,,,4.178787878787879,9.584848484848486,16.060606060606062,5.406060606060606,8.993939393939394,11.587878787878788,6.954545454545454,9.49090909090909,14.536363636363637,-0.6757575757575757,11.463636363636365,17.09090909090909,2.706060606060606,9.460606060606061,14.066666666666666,7.057575757575757,8.124242424242425,14.096969696969696,4.4363636363636365,12.124242424242425,17.515151515151516,8.484848484848484,12.403030303030304,15.293939393939393,7.106060606060606,11.63939393939394,15.610606060606061,4.033333333333333,10.845454545454546,18.372727272727275,8.515151515151516,11.16060606060606,15.33939393939394,9.103030303030303,11.239393939393938,19.060606060606062
100,2069.0,,,,,4.136363636363637,9.604545454545455,16.18181818181818,5.318181818181818,8.981818181818182,11.563636363636363,6.963636363636363,9.472727272727273,14.50909090909091,-0.7272727272727272,11.590909090909092,17.272727272727273,2.518181818181818,9.481818181818182,14.0,6.872727272727272,8.072727272727272,14.09090909090909,4.409090909090909,12.172727272727274,17.545454545454547,8.454545454545455,12.40909090909091,15.281818181818181,7.118181818181818,11.618181818181819,15.581818181818182,4.0,10.836363636363636,18.418181818181818,8.545454545454545,11.181818181818182,15.318181818181818,9.10909090909091,11.268181818181818,19.18181818181818
101,2070.0,,,,,4.093939393939394,9.624242424242425,16.303030303030305,5.2303030303030305,8.96969696969697,11.539393939393939,6.972727272727273,9.454545454545455,14.481818181818182,-0.7787878787878787,11.718181818181819,17.454545454545453,2.3303030303030305,9.503030303030304,13.933333333333334,6.6878787878787875,8.021212121212121,14.084848484848484,4.381818181818182,12.221212121212123,17.575757575757574,8.424242424242424,12.415151515151516,15.26969696969697,7.130303030303031,11.596969696969698,15.553030303030305,3.9666666666666663,10.827272727272726,18.463636363636365,8.575757575757576,11.203030303030303,15.296969696969697,9.115151515151515,11.296969696969697,19.303030303030305
102,2071.0,,,,,4.051515151515152,9.643939393939394,16.424242424242426,5.142424242424243,8.957575757575757,11.515151515151516,6.9818181818181815,9.436363636363636,14.454545454545455,-0.8303030303030303,11.845454545454546,17.636363636363637,2.1424242424242426,9.524242424242425,13.866666666666667,6.503030303030302,7.96969696969697,14.078787878787878,4.3545454545454545,12.26969696969697,17.606060606060606,8.393939393939394,12.421212121212122,15.257575757575758,7.142424242424243,11.575757575757576,15.524242424242425,3.933333333333333,10.818181818181818,18.50909090909091,8.606060606060606,11.224242424242425,15.275757575757575,9.121212121212121,11.325757575757574,19.424242424242426
103,2072.0,,,,,4.00909090909091,9.663636363636364,16.545454545454547,5.054545454545455,8.945454545454545,11.49090909090909,6.99090909090909,9.418181818181818,14.427272727272728,-0.8818181818181818,11.972727272727273,17.81818181818182,1.9545454545454546,9.545454545454545,13.799999999999999,6.3181818181818175,7.918181818181818,14.072727272727272,4.327272727272727,12.318181818181818,17.636363636363637,8.363636363636363,12.427272727272728,15.245454545454546,7.154545454545454,11.554545454545455,15.495454545454546,3.9,10.809090909090909,18.554545454545455,8.636363636363637,11.245454545454546,15.254545454545454,9.127272727272727,11.354545454545454,19.545454545454547
104,2073.0,,,,,3.966666666666667,9.683333333333334,16.666666666666668,4.966666666666667,8.933333333333334,11.466666666666667,7.0,9.4,14.4,-0.9333333333333333,12.100000000000001,18.0,1.7666666666666666,9.566666666666666,13.733333333333333,6.133333333333333,7.866666666666666,14.066666666666666,4.3,12.366666666666667,17.666666666666668,8.333333333333334,12.433333333333334,15.233333333333333,7.166666666666667,11.533333333333333,15.466666666666667,3.8666666666666663,10.799999999999999,18.6,8.666666666666666,11.266666666666667,15.233333333333333,9.133333333333333,11.383333333333333,19.666666666666668
105,2074.0,,,,,3.9242424242424243,9.703030303030303,16.78787878787879,4.878787878787879,8.921212121212122,11.442424242424241,7.009090909090909,9.381818181818181,14.372727272727273,-0.9848484848484849,12.227272727272727,18.18181818181818,1.578787878787879,9.587878787878788,13.666666666666666,5.948484848484848,7.8151515151515145,14.06060606060606,4.272727272727273,12.415151515151516,17.696969696969695,8.303030303030303,12.43939393939394,15.22121212121212,7.178787878787879,11.512121212121212,15.43787878787879,3.833333333333333,10.790909090909091,18.645454545454548,8.696969696969697,11.287878787878789,15.212121212121211,9.139393939393939,11.412121212121212,19.78787878787879
106,2075.0,,,,,3.881818181818182,9.722727272727273,16.90909090909091,4.790909090909091,8.90909090909091,11.418181818181818,7.018181818181818,9.363636363636363,14.345454545454546,-1.0363636363636364,12.354545454545455,18.363636363636363,1.3909090909090907,9.60909090909091,13.6,5.763636363636363,7.763636363636364,14.054545454545455,4.245454545454546,12.463636363636365,17.727272727272727,8.272727272727273,12.445454545454545,15.209090909090909,7.190909090909091,11.490909090909092,15.40909090909091,3.8,10.781818181818181,18.69090909090909,8.727272727272727,11.309090909090909,15.190909090909091,9.145454545454545,11.44090909090909,19.90909090909091
107,2076.0,,,,,3.83939393939394,9.742424242424242,17.03030303030303,4.703030303030303,8.896969696969697,11.393939393939393,7.027272727272727,9.345454545454546,14.318181818181818,-1.087878787878788,12.481818181818182,18.545454545454547,1.2030303030303031,9.63030303030303,13.533333333333333,5.578787878787878,7.712121212121212,14.048484848484849,4.218181818181819,12.512121212121212,17.757575757575758,8.242424242424242,12.451515151515151,15.196969696969697,7.203030303030303,11.46969696969697,15.38030303030303,3.7666666666666666,10.772727272727272,18.736363636363638,8.757575757575758,11.33030303030303,15.16969696969697,9.15151515151515,11.469696969696969,20.03030303030303
108,2077.0,,,,,3.796969696969697,9.762121212121212,17.151515151515152,4.615151515151515,8.884848484848485,11.36969696969697,7.036363636363636,9.327272727272726,14.290909090909091,-1.1393939393939394,12.60909090909091,18.727272727272727,1.0151515151515147,9.651515151515152,13.466666666666667,5.393939393939394,7.66060606060606,14.042424242424243,4.190909090909091,12.56060606060606,17.78787878787879,8.212121212121213,12.457575757575757,15.184848484848484,7.215151515151515,11.44848484848485,15.351515151515152,3.7333333333333334,10.763636363636364,18.781818181818185,8.787878787878787,11.351515151515152,15.148484848484848,9.157575757575756,11.498484848484848,20.151515151515152
109,2078.0,,,,,3.754545454545455,9.781818181818181,17.272727272727273,4.527272727272727,8.872727272727273,11.345454545454546,7.045454545454545,9.309090909090909,14.263636363636364,-1.190909090909091,12.736363636363636,18.90909090909091,0.8272727272727272,9.672727272727274,13.4,5.209090909090908,7.609090909090909,14.036363636363637,4.163636363636364,12.60909090909091,17.818181818181817,8.181818181818182,12.463636363636363,15.172727272727272,7.2272727272727275,11.427272727272728,15.322727272727274,3.6999999999999997,10.754545454545454,18.827272727272728,8.818181818181818,11.372727272727273,15.127272727272727,9.163636363636362,11.527272727272727,20.272727272727273
110,2079.0,,,,,3.712121212121212,9.801515151515153,17.393939393939394,4.4393939393939394,8.860606060606061,11.32121212121212,7.054545454545455,9.290909090909091,14.236363636363636,-1.2424242424242424,12.863636363636363,19.09090909090909,0.6393939393939396,9.693939393939395,13.333333333333332,5.0242424242424235,7.557575757575758,14.03030303030303,4.136363636363637,12.657575757575758,17.848484848484848,8.151515151515152,12.46969696969697,15.16060606060606,7.239393939393939,11.406060606060606,15.293939393939395,3.6666666666666665,10.745454545454544,18.872727272727275,8.848484848484848,11.393939393939394,15.106060606060606,9.16969696969697,11.556060606060605,20.393939393939394
111,2080.0,,,,,3.66969696969697,9.821212121212122,17.515151515151516,4.351515151515152,8.84848484848485,11.296969696969697,7.0636363636363635,9.272727272727272,14.209090909090909,-1.293939393939394,12.990909090909092,19.272727272727273,0.4515151515151512,9.715151515151515,13.266666666666666,4.839393939393939,7.506060606060606,14.024242424242424,4.109090909090909,12.706060606060607,17.87878787878788,8.121212121212121,12.475757575757576,15.148484848484848,7.251515151515151,11.384848484848485,15.265151515151516,3.6333333333333333,10.736363636363636,18.918181818181818,8.878787878787879,11.415151515151516,15.084848484848484,9.175757575757576,11.584848484848484,20.515151515151516
112,2081.0,,,,,3.6272727272727274,9.840909090909092,17.636363636363637,4.263636363636364,8.836363636363638,11.272727272727272,7.072727272727272,9.254545454545454,14.181818181818182,-1.3454545454545455,13.118181818181819,19.454545454545453,0.26363636363636367,9.736363636363636,13.2,4.654545454545454,7.454545454545454,14.018181818181818,4.081818181818182,12.754545454545454,17.90909090909091,8.09090909090909,12.481818181818182,15.136363636363637,7.263636363636364,11.363636363636365,15.236363636363636,3.5999999999999996,10.727272727272727,18.963636363636365,8.90909090909091,11.436363636363636,15.063636363636364,9.181818181818182,11.613636363636363,20.636363636363637
113,2082.0,,,,,3.584848484848485,9.860606060606061,17.757575757575758,4.175757575757576,8.824242424242424,11.248484848484848,7.081818181818181,9.236363636363636,14.154545454545454,-1.396969696969697,13.245454545454546,19.636363636363637,0.07575757575757525,9.757575757575758,13.133333333333333,4.469696969696969,7.403030303030302,14.012121212121212,4.054545454545455,12.803030303030303,17.939393939393938,8.06060606060606,12.487878787878788,15.124242424242423,7.275757575757575,11.342424242424244,15.207575757575757,3.5666666666666664,10.718181818181817,19.00909090909091,8.93939393939394,11.457575757575757,15.042424242424243,9.187878787878788,11.64242424242424,20.757575757575758
114,2083.0,,,,,3.5424242424242425,9.88030303030303,17.87878787878788,4.087878787878788,8.812121212121212,11.224242424242423,7.090909090909091,9.218181818181817,14.127272727272727,-1.4484848484848485,13.372727272727273,19.81818181818182,-0.11212121212121229,9.77878787878788,13.066666666666666,4.284848484848484,7.351515151515152,14.006060606060606,4.027272727272727,12.851515151515152,17.96969696969697,8.030303030303031,12.493939393939394,15.112121212121211,7.287878787878788,11.321212121212122,15.17878787878788,3.533333333333333,10.709090909090909,19.054545454545455,8.969696969696969,11.478787878787879,15.021212121212121,9.193939393939393,11.67121212121212,20.87878787878788
115,2084.0,,,,,3.5,9.9,18.0,4.0,8.8,11.2,7.1,9.2,14.1,-1.5,13.5,20.0,-0.2999999999999998,9.8,13.0,4.1,7.3,14.0,4.0,12.9,18.0,8.0,12.5,15.1,7.3,11.3,15.15,3.5,10.7,19.1,9.0,11.5,15.0,9.2,11.7,21.0
