,Jahr,MO_RR_Jahr,RSK,MO_RR_Sommer,MO_RR_Winter,MO_RR_Jahr_RCP8.5_Minimum,MO_RR_Jahr_RCP8.5_Median,MO_RR_Jahr_RCP8.5_Maximum,MO_RR_Jahr_RCP4.5_Minimum,MO_RR_Jahr_RCP4.5_Median,MO_RR_Jahr_RCP4.5_Maximum,MO_RR_Jahr_RCP2.6_Minimum,MO_RR_Jahr_RCP2.6_Median,MO_RR_Jahr_RCP2.6_Maximum,MO_RR_Sommer_RCP8.5_Minimum,MO_RR_Sommer_RCP8.5_Median,MO_RR_Sommer_RCP8.5_Maximum,MO_RR_Sommer_RCP4.5_Minimum,MO_RR_Sommer_RCP4.5_Median,MO_RR_Sommer_RCP4.5_Maximum,MO_RR_Sommer_RCP2.6_Minimum,MO_RR_Sommer_RCP2.6_Median,MO_RR_Sommer_RCP2.6_Maximum,MO_RR_Winter_RCP8.5_Minimum,MO_RR_Winter_RCP8.5_Median,MO_RR_Winter_RCP8.5_Maximum,MO_RR_Winter_RCP4.5_Minimum,MO_RR_Winter_RCP4.5_Median,MO_RR_Winter_RCP4.5_Maximum,MO_RR_Winter_RCP2.6_Minimum,MO_RR_Winter_RCP2.6_Median,MO_RR_Winter_RCP2.6_Maximum,RSK_RCP8.5_Minimum,RSK_RCP8.5_Median,RSK_RCP8.5_Maximum,RSK_RCP4.5_Minimum,RSK_RCP4.5_Median,RSK_RCP4.5_Maximum,RSK_RCP2.6_Minimum,RSK_RCP2.6_Median,RSK_RCP2.6_Maximum
43,2015.0,,,,,743.04,787.3690909090909,834.8645454545455,763.0936363636364,784.2027272727273,806.0154545454545,740.2254545454546,777.1663636363636,804.96,187.01090909090908,206.39272727272729,233.33818181818182,185.49818181818182,209.2290909090909,213.95636363636362,188.14545454545453,205.35272727272726,224.82909090909092,190.3909090909091,202.8,228.3272727272727,189.94772727272726,201.47045454545454,209.80227272727274,189.32727272727274,197.4818181818182,209.625,223.04545454545453,231.5,239.0,228.5909090909091,231.95454545454544,235.0909090909091,227.54545454545456,232.36363636363637,237.1818181818182
44,2016.0,,,,,742.008,787.8147272727273,836.8933636363637,762.7300909090909,784.5428181818182,807.0826363636363,739.0996363636364,777.271909090909,805.992,186.31127272727272,206.3391515151515,234.1827878787879,184.7481212121212,209.2700606060606,214.1549090909091,187.48363636363635,205.26448484848484,225.39006060606062,190.23727272727274,203.06,229.43818181818182,189.77931818181818,201.68613636363636,210.2956818181818,189.13818181818183,197.56454545454545,210.1125,222.78030303030303,231.51666666666665,239.26666666666665,228.51060606060605,231.98636363636362,235.22727272727272,227.43030303030304,232.4090909090909,237.38787878787878
45,2017.0,,,,,740.976,788.2603636363636,838.9221818181818,762.3665454545454,784.8829090909092,808.1498181818182,737.9738181818182,777.3774545454545,807.024,185.61163636363636,206.28557575757577,235.02739393939396,183.9980606060606,209.3110303030303,214.35345454545453,186.82181818181817,205.17624242424242,225.9510303030303,190.08363636363637,203.32,230.54909090909092,189.61090909090908,201.9018181818182,210.7890909090909,188.94909090909093,197.64727272727274,210.6,222.5151515151515,231.53333333333333,239.53333333333333,228.43030303030304,232.0181818181818,235.36363636363637,227.3151515151515,232.45454545454547,237.5939393939394
46,2018.0,,,,,739.944,788.706,840.951,762.0029999999999,785.223,809.217,736.848,777.483,808.056,184.912,206.232,235.872,183.248,209.352,214.552,186.16,205.088,226.512,189.93,203.57999999999998,231.66,189.4425,202.1175,211.2825,188.76,197.73000000000002,211.0875,222.25,231.55,239.8,228.35,232.05,235.5,227.2,232.5,237.8
47,2019.0,,,,,738.912,789.1516363636364,842.9798181818182,761.6394545454546,785.5630909090909,810.2841818181818,735.7221818181819,777.5885454545455,809.088,184.21236363636365,206.17842424242423,236.71660606060607,182.4979393939394,209.39296969696971,214.75054545454546,185.49818181818182,204.99975757575757,227.0729696969697,189.77636363636364,203.84,232.77090909090907,189.27409090909092,202.33318181818183,211.7759090909091,188.57090909090908,197.81272727272727,211.57500000000002,221.9848484848485,231.56666666666666,240.06666666666666,228.26969696969695,232.0818181818182,235.63636363636363,227.0848484848485,232.54545454545453,238.0060606060606
48,2020.0,,,,,737.88,789.5972727272728,845.0086363636364,761.2759090909091,785.9031818181818,811.3513636363637,734.5963636363637,777.694090909091,810.12,183.5127272727273,206.12484848484848,237.56121212121212,181.7478787878788,209.4339393939394,214.9490909090909,184.83636363636364,204.91151515151515,227.6339393939394,189.62272727272727,204.1,233.88181818181818,189.1056818181818,202.54886363636365,212.26931818181816,188.38181818181818,197.89545454545456,212.0625,221.71969696969697,231.58333333333334,240.33333333333334,228.18939393939394,232.11363636363637,235.77272727272728,226.96969696969697,232.5909090909091,238.21212121212122
49,2021.0,,,,,736.848,790.0429090909091,847.0374545454546,760.9123636363636,786.2432727272727,812.4185454545454,733.4705454545455,777.7996363636364,811.152,182.8130909090909,206.0712727272727,238.4058181818182,180.99781818181816,209.4749090909091,215.14763636363637,184.17454545454544,204.82327272727272,228.1949090909091,189.4690909090909,204.35999999999999,234.99272727272728,188.93727272727273,202.76454545454547,212.76272727272726,188.19272727272727,197.9781818181818,212.55,221.45454545454547,231.6,240.6,228.1090909090909,232.14545454545456,235.9090909090909,226.85454545454544,232.63636363636363,238.4181818181818
50,2022.0,,,,,735.816,790.4885454545455,849.0662727272727,760.5488181818182,786.5833636363636,813.4857272727272,732.3447272727273,777.9051818181819,812.184,182.11345454545454,206.01769696969697,239.25042424242426,180.24775757575756,209.5158787878788,215.3461818181818,183.51272727272726,204.7350303030303,228.7558787878788,189.31545454545454,204.62,236.10363636363635,188.76886363636362,202.9802272727273,213.25613636363636,188.00363636363636,198.0609090909091,213.0375,221.18939393939394,231.61666666666667,240.86666666666667,228.02878787878788,232.17727272727274,236.04545454545453,226.73939393939395,232.6818181818182,238.62424242424242
51,2023.0,,,,,734.784,790.9341818181819,851.0950909090909,760.1852727272727,786.9234545454545,814.5529090909091,731.2189090909092,778.0107272727273,813.216,181.4138181818182,205.9641212121212,240.0950303030303,179.49769696969696,209.5568484848485,215.54472727272727,182.85090909090908,204.64678787878788,229.3168484848485,189.16181818181818,204.88,237.21454545454546,188.60045454545454,203.1959090909091,213.74954545454545,187.81454545454545,198.14363636363638,213.525,220.92424242424244,231.63333333333333,241.13333333333333,227.94848484848484,232.20909090909092,236.1818181818182,226.62424242424242,232.72727272727272,238.830303030303
52,2024.0,,,,,733.7520000000001,791.3798181818182,853.1239090909091,759.8217272727272,787.2635454545455,815.6200909090909,730.093090909091,778.1162727272728,814.2479999999999,180.71418181818183,205.91054545454546,240.9396363636364,178.74763636363636,209.59781818181818,215.7432727272727,182.1890909090909,204.55854545454545,229.87781818181818,189.00818181818184,205.14,238.32545454545453,188.43204545454546,203.4115909090909,214.24295454545455,187.62545454545455,198.22636363636363,214.01250000000002,220.6590909090909,231.65,241.4,227.86818181818182,232.2409090909091,236.3181818181818,226.5090909090909,232.77272727272728,239.03636363636363
53,2025.0,,,,,732.72,791.8254545454546,855.1527272727274,759.4581818181819,787.6036363636364,816.6872727272727,728.9672727272728,778.2218181818182,815.28,180.01454545454547,205.85696969696968,241.78424242424245,177.99757575757576,209.6387878787879,215.94181818181818,181.52727272727273,204.47030303030303,230.43878787878788,188.85454545454547,205.4,239.43636363636364,188.26363636363635,203.62727272727273,214.73636363636365,187.43636363636364,198.3090909090909,214.5,220.3939393939394,231.66666666666666,241.66666666666666,227.78787878787878,232.27272727272728,236.45454545454547,226.3939393939394,232.8181818181818,239.24242424242425
54,2026.0,,,,,731.688,792.271090909091,857.1815454545455,759.0946363636364,787.9437272727273,817.7544545454546,727.8414545454546,778.3273636363637,816.312,179.3149090909091,205.80339393939394,242.6288484848485,177.24751515151513,209.67975757575758,216.14036363636362,180.86545454545455,204.3820606060606,230.99975757575757,188.7009090909091,205.66,240.54727272727274,188.09522727272727,203.84295454545455,215.22977272727272,187.24727272727273,198.3918181818182,214.9875,220.12878787878788,231.68333333333334,241.93333333333334,227.70757575757574,232.30454545454546,236.5909090909091,226.27878787878788,232.86363636363637,239.44848484848484
55,2027.0,,,,,730.6560000000001,792.7167272727273,859.2103636363637,758.7310909090909,788.2838181818182,818.8216363636363,726.7156363636363,778.4329090909091,817.3439999999999,178.61527272727272,205.74981818181817,243.47345454545456,176.49745454545453,209.7207272727273,216.33890909090908,180.20363636363635,204.29381818181818,231.56072727272726,188.54727272727274,205.92,241.65818181818182,187.92681818181816,204.05863636363637,215.7231818181818,187.05818181818182,198.47454545454545,215.475,219.86363636363637,231.7,242.2,227.62727272727273,232.33636363636364,236.72727272727272,226.16363636363636,232.9090909090909,239.65454545454546
56,2028.0,,,,,729.624,793.1623636363637,861.2391818181818,758.3675454545454,788.6239090909091,819.8888181818181,725.5898181818181,778.5384545454546,818.376,177.91563636363637,205.69624242424243,244.3180606060606,175.74739393939393,209.76169696969697,216.53745454545452,179.54181818181817,204.20557575757576,232.12169696969698,188.39363636363638,206.18,242.7690909090909,187.75840909090908,204.2743181818182,216.2165909090909,186.86909090909091,198.55727272727273,215.9625,219.59848484848484,231.71666666666667,242.46666666666667,227.54696969696968,232.36818181818182,236.86363636363637,226.04848484848486,232.95454545454547,239.86060606060605
57,2029.0,,,,,728.592,793.6080000000001,863.268,758.004,788.964,820.956,724.464,778.644,819.408,177.216,205.64266666666666,245.1626666666667,174.99733333333333,209.80266666666668,216.736,178.88,204.11733333333333,232.68266666666668,188.24,206.44,243.88,187.59,204.49,216.71,186.68,198.64000000000001,216.45000000000002,219.33333333333334,231.73333333333332,242.73333333333332,227.46666666666667,232.4,237.0,225.93333333333334,233.0,240.06666666666666
58,2030.0,,,,,727.5600000000001,794.0536363636364,865.2968181818183,757.6404545454545,789.304090909091,822.0231818181818,723.3381818181819,778.7495454545455,820.4399999999999,176.51636363636365,205.5890909090909,246.00727272727275,174.24727272727273,209.84363636363636,216.93454545454546,178.21818181818182,204.0290909090909,233.24363636363637,188.08636363636364,206.7,244.9909090909091,187.4215909090909,204.70568181818183,217.20340909090908,186.4909090909091,198.72272727272727,216.9375,219.0681818181818,231.75,243.0,227.38636363636363,232.4318181818182,237.13636363636363,225.8181818181818,233.04545454545453,240.27272727272728
59,2031.0,,,,,726.528,794.4992727272728,867.3256363636364,757.276909090909,789.6441818181819,823.0903636363636,722.2123636363636,778.8550909090909,821.472,175.8167272727273,205.53551515151514,246.8518787878788,173.4972121212121,209.88460606060607,217.1330909090909,177.55636363636364,203.9408484848485,233.80460606060606,187.93272727272728,206.96,246.10181818181817,187.25318181818182,204.92136363636365,217.69681818181817,186.3018181818182,198.80545454545455,217.425,218.8030303030303,231.76666666666665,243.26666666666665,227.3060606060606,232.46363636363637,237.27272727272728,225.70303030303032,233.0909090909091,240.47878787878787
60,2032.0,,,,,725.496,794.9449090909092,869.3544545454546,756.9133636363637,789.9842727272727,824.1575454545455,721.0865454545454,778.9606363636364,822.504,175.1170909090909,205.4819393939394,247.69648484848489,172.7471515151515,209.92557575757576,217.33163636363636,176.89454545454544,203.85260606060606,234.36557575757575,187.7790909090909,207.22,247.21272727272728,187.0847727272727,205.13704545454547,218.19022727272727,186.11272727272728,198.88818181818183,217.91250000000002,218.53787878787878,231.78333333333333,243.53333333333333,227.22575757575757,232.49545454545455,237.4090909090909,225.5878787878788,233.13636363636363,240.6848484848485
61,2033.0,,,,,724.464,795.3905454545455,871.3832727272727,756.5498181818182,790.3243636363636,825.2247272727273,719.9607272727274,779.0661818181818,823.536,174.41745454545455,205.42836363636363,248.54109090909094,171.9970909090909,209.96654545454547,217.5301818181818,176.23272727272726,203.76436363636364,234.92654545454545,187.62545454545455,207.48,248.32363636363635,186.91636363636363,205.3527272727273,218.68363636363637,185.92363636363638,198.9709090909091,218.4,218.27272727272728,231.79999999999998,243.8,227.14545454545453,232.52727272727273,237.54545454545453,225.47272727272727,233.1818181818182,240.89090909090908
62,2034.0,,,,,723.432,795.8361818181819,873.4120909090909,756.1862727272727,790.6644545454545,826.291909090909,718.8349090909092,779.1717272727273,824.568,173.7178181818182,205.37478787878788,249.385696969697,171.2470303030303,210.00751515151515,217.72872727272727,175.57090909090908,203.67612121212122,235.48751515151514,187.47181818181818,207.74,249.43454545454546,186.74795454545455,205.5684090909091,219.17704545454546,185.73454545454547,199.05363636363637,218.88750000000002,218.00757575757575,231.81666666666666,244.06666666666666,227.0651515151515,232.5590909090909,237.6818181818182,225.35757575757577,233.22727272727272,241.0969696969697
63,2035.0,,,,,722.4,796.2818181818182,875.4409090909091,755.8227272727272,791.0045454545455,827.3590909090909,717.709090909091,779.2772727272727,825.6,173.01818181818183,205.3212121212121,250.23030303030305,170.4969696969697,210.04848484848486,217.9272727272727,174.9090909090909,203.58787878787876,236.04848484848486,187.31818181818184,208.0,250.54545454545453,186.57954545454544,205.7840909090909,219.67045454545453,185.54545454545456,199.13636363636365,219.375,217.74242424242425,231.83333333333334,244.33333333333334,226.98484848484847,232.5909090909091,237.8181818181818,225.24242424242425,233.27272727272728,241.3030303030303
64,2036.0,,,,,721.368,796.7274545454545,877.4697272727274,755.4591818181818,791.3446363636364,828.4262727272727,716.5832727272727,779.3828181818182,826.632,172.31854545454547,205.26763636363637,251.0749090909091,169.74690909090907,210.08945454545454,218.12581818181818,174.24727272727273,203.49963636363634,236.60945454545455,187.16454545454548,208.26,251.65636363636364,186.41113636363636,205.99977272727273,220.16386363636363,185.35636363636365,199.2190909090909,219.8625,217.47727272727272,231.85,244.6,226.90454545454546,232.62272727272727,237.95454545454547,225.12727272727273,233.3181818181818,241.5090909090909
65,2037.0,,,,,720.336,797.1730909090909,879.4985454545455,755.0956363636363,791.6847272727273,829.4934545454545,715.4574545454545,779.4883636363636,827.664,171.61890909090909,205.2140606060606,251.91951515151516,168.99684848484847,210.13042424242425,218.3243636363636,173.58545454545452,203.41139393939392,237.17042424242425,187.0109090909091,208.52,252.7672727272727,186.24272727272728,206.21545454545455,220.65727272727273,185.16727272727275,199.3018181818182,220.35000000000002,217.21212121212122,231.86666666666667,244.86666666666667,226.8242424242424,232.65454545454546,238.0909090909091,225.01212121212123,233.36363636363637,241.71515151515152
66,2038.0,,,,,719.304,797.6187272727273,881.5273636363637,754.7320909090909,792.0248181818182,830.5606363636364,714.3316363636363,779.593909090909,828.696,170.91927272727273,205.16048484848486,252.76412121212124,168.24678787878787,210.17139393939394,218.52290909090908,172.92363636363635,203.3231515151515,237.73139393939394,186.85727272727274,208.78,253.87818181818182,186.07431818181817,206.43113636363637,221.15068181818182,184.97818181818184,199.38454545454547,220.8375,216.9469696969697,231.88333333333333,245.13333333333333,226.7439393939394,232.68636363636364,238.22727272727272,224.8969696969697,233.4090909090909,241.9212121212121
67,2039.0,,,,,718.272,798.0643636363636,883.5561818181818,754.3685454545455,792.3649090909091,831.6278181818182,713.2058181818182,779.6994545454545,829.728,170.21963636363637,205.10690909090908,253.6087272727273,167.49672727272724,210.21236363636365,218.72145454545455,172.26181818181817,203.23490909090907,238.29236363636363,186.70363636363638,209.04,254.98909090909092,185.9059090909091,206.6468181818182,221.6440909090909,184.78909090909093,199.46727272727273,221.32500000000002,216.6818181818182,231.9,245.4,226.66363636363636,232.71818181818182,238.36363636363637,224.78181818181818,233.45454545454547,242.12727272727273
68,2040.0,,,,,717.24,798.51,885.585,754.005,792.705,832.6949999999999,712.08,779.8050000000001,830.76,169.52,205.05333333333334,254.45333333333335,166.74666666666667,210.25333333333333,218.92,171.6,203.14666666666665,238.85333333333332,186.55,209.3,256.1,185.73749999999998,206.8625,222.1375,184.60000000000002,199.55,221.8125,216.41666666666666,231.91666666666666,245.66666666666666,226.58333333333331,232.75,238.5,224.66666666666669,233.5,242.33333333333331
69,2041.0,,,,,716.2080000000001,798.9556363636364,887.6138181818183,753.6414545454545,793.045090909091,833.7621818181818,710.9541818181818,779.9105454545455,831.7919999999999,168.82036363636365,204.99975757575757,255.29793939393943,165.99660606060604,210.29430303030304,219.11854545454545,170.93818181818182,203.05842424242422,239.41430303030302,186.39636363636365,209.56,257.21090909090907,185.5690909090909,207.07818181818183,222.63090909090909,184.4109090909091,199.63272727272727,222.3,216.15151515151516,231.93333333333334,245.93333333333334,226.5030303030303,232.78181818181818,238.63636363636363,224.55151515151516,233.54545454545453,242.53939393939393
70,2042.0,,,,,715.176,799.4012727272727,889.6426363636364,753.277909090909,793.3851818181819,834.8293636363636,709.8283636363636,780.016090909091,832.824,168.12072727272727,204.94618181818183,256.1425454545455,165.24654545454544,210.33527272727272,219.3170909090909,170.2763636363636,202.9701818181818,239.97527272727274,186.24272727272728,209.82,258.3218181818182,185.40068181818182,207.29386363636365,223.12431818181818,184.22181818181818,199.71545454545455,222.78750000000002,215.88636363636363,231.95,246.2,226.42272727272726,232.81363636363636,238.77272727272728,224.43636363636364,233.5909090909091,242.74545454545455
71,2043.0,,,,,714.144,799.8469090909091,891.6714545454546,752.9143636363636,793.7252727272728,835.8965454545454,708.7025454545455,780.1216363636364,833.856,167.4210909090909,204.89260606060606,256.98715151515154,164.49648484848484,210.37624242424243,219.51563636363636,169.61454545454544,202.88193939393938,240.53624242424243,186.0890909090909,210.07999999999998,259.4327272727273,185.23227272727271,207.50954545454547,223.61772727272728,184.03272727272727,199.79818181818183,223.275,215.62121212121212,231.96666666666667,246.46666666666667,226.34242424242424,232.84545454545454,238.9090909090909,224.3212121212121,233.63636363636363,242.95151515151514
72,2044.0,,,,,713.1120000000001,800.2925454545455,893.7002727272728,752.5508181818182,794.0653636363637,836.9637272727273,707.5767272727273,780.2271818181819,834.8879999999999,166.72145454545455,204.8390303030303,257.8317575757576,163.7464242424242,210.41721212121212,219.7141818181818,168.95272727272726,202.79369696969695,241.09721212121212,185.93545454545455,210.34,260.5436363636364,185.06386363636364,207.7252272727273,224.11113636363638,183.84363636363636,199.88090909090909,223.76250000000002,215.3560606060606,231.98333333333332,246.73333333333332,226.2621212121212,232.87727272727273,239.04545454545453,224.20606060606062,233.6818181818182,243.15757575757576
73,2045.0,,,,,712.08,800.7381818181818,895.7290909090909,752.1872727272727,794.4054545454545,838.0309090909091,706.4509090909091,780.3327272727273,835.92,166.0218181818182,204.78545454545454,258.67636363636365,162.9963636363636,210.45818181818183,219.91272727272727,168.29090909090908,202.70545454545453,241.65818181818182,185.78181818181818,210.6,261.6545454545454,184.89545454545453,207.94090909090912,224.60454545454544,183.65454545454546,199.96363636363637,224.25,215.0909090909091,232.0,247.0,226.18181818181816,232.9090909090909,239.1818181818182,224.0909090909091,233.72727272727272,243.36363636363635
74,2046.0,,,,,711.048,801.1838181818182,897.7579090909092,751.8237272727273,794.7455454545454,839.0980909090908,705.3250909090909,780.4382727272728,836.952,165.32218181818183,204.7318787878788,259.5209696969697,162.246303030303,210.4991515151515,220.1112727272727,167.6290909090909,202.6172121212121,242.2191515151515,185.62818181818184,210.85999999999999,262.76545454545453,184.72704545454545,208.1565909090909,225.09795454545454,183.46545454545455,200.04636363636365,224.7375,214.82575757575756,232.01666666666665,247.26666666666665,226.10151515151514,232.9409090909091,239.3181818181818,223.97575757575757,233.77272727272728,243.56969696969696
75,2047.0,,,,,710.0160000000001,801.6294545454546,899.7867272727274,751.4601818181818,795.0856363636364,840.1652727272727,704.1992727272727,780.5438181818182,837.9839999999999,164.62254545454545,204.67830303030303,260.3655757575758,161.4962424242424,210.54012121212122,220.30981818181817,166.9672727272727,202.52896969696968,242.78012121212123,185.47454545454548,211.12,263.87636363636364,184.55863636363637,208.37227272727273,225.59136363636364,183.27636363636364,200.1290909090909,225.22500000000002,214.56060606060606,232.03333333333333,247.53333333333333,226.0212121212121,232.97272727272727,239.45454545454544,223.86060606060607,233.8181818181818,243.77575757575758
76,2048.0,,,,,708.984,802.0750909090909,901.8155454545455,751.0966363636363,795.4257272727273,841.2324545454545,703.0734545454545,780.6493636363637,839.016,163.92290909090912,204.62472727272728,261.21018181818187,160.7461818181818,210.5810909090909,220.5083636363636,166.30545454545455,202.44072727272726,243.3410909090909,185.3209090909091,211.38,264.98727272727274,184.39022727272726,208.58795454545455,226.08477272727274,183.08727272727273,200.2118181818182,225.7125,214.29545454545456,232.04999999999998,247.8,225.9409090909091,233.00454545454545,239.5909090909091,223.74545454545455,233.86363636363637,243.98181818181817
77,2049.0,,,,,707.952,802.5207272727273,903.8443636363637,750.7330909090908,795.7658181818182,842.2996363636363,701.9476363636364,780.7549090909091,840.048,163.22327272727273,204.5711515151515,262.0547878787879,159.99612121212118,210.62206060606061,220.70690909090908,165.64363636363635,202.35248484848483,243.90206060606062,185.16727272727275,211.64,266.09818181818184,184.22181818181818,208.80363636363637,226.5781818181818,182.89818181818183,200.29454545454547,226.20000000000002,214.03030303030303,232.06666666666666,248.06666666666666,225.86060606060605,233.03636363636363,239.72727272727272,223.63030303030303,233.9090909090909,244.1878787878788
78,2050.0,,,,,706.9200000000001,802.9663636363637,905.8731818181818,750.3695454545455,796.1059090909091,843.3668181818182,700.8218181818182,780.8604545454546,841.0799999999999,162.52363636363637,204.51757575757577,262.899393939394,159.24606060606058,210.6630303030303,220.90545454545452,164.98181818181817,202.2642424242424,244.4630303030303,185.01363636363638,211.9,267.2090909090909,184.05340909090907,209.0193181818182,227.0715909090909,182.70909090909092,200.37727272727273,226.6875,213.7651515151515,232.08333333333331,248.33333333333331,225.78030303030303,233.0681818181818,239.86363636363637,223.51515151515153,233.95454545454547,244.39393939393938
79,2051.0,,,,,705.888,803.412,907.902,750.006,796.446,844.434,699.696,780.966,842.112,161.824,204.464,263.744,158.49599999999998,210.704,221.10399999999998,164.32,202.176,245.024,184.86,212.16,268.32,183.885,209.235,227.565,182.52,200.46,227.175,213.5,232.1,248.6,225.7,233.1,240.0,223.4,234.0,244.6
80,2052.0,,,,,706.8496363636364,803.9749090909091,911.3263636363637,750.5689090909091,796.6805454545455,846.0054545454545,699.5787272727273,781.3647272727272,842.3230909090909,159.88266666666667,203.9408484848485,265.08024242424244,158.80484848484846,210.59054545454546,222.5852121212121,164.5721212121212,202.18860606060605,244.87272727272727,184.8068181818182,212.57954545454544,268.9640909090909,183.77272727272725,209.4418181818182,227.72454545454545,182.10636363636365,200.5309090909091,226.82045454545457,213.43636363636364,232.3060606060606,248.73333333333332,225.46363636363634,233.1787878787879,239.98181818181817,223.3939393939394,234.03636363636363,244.88484848484848
81,2053.0,,,,,707.8112727272728,804.5378181818182,914.7507272727273,751.1318181818182,796.915090909091,847.5769090909091,699.4614545454546,781.7634545454546,842.5341818181818,157.94133333333335,203.41769696969698,266.41648484848486,159.11369696969695,210.47709090909092,224.06642424242423,164.8242424242424,202.2012121212121,244.72145454545455,184.7536363636364,212.9990909090909,269.60818181818183,183.66045454545454,209.64863636363637,227.8840909090909,181.6927272727273,200.6018181818182,226.4659090909091,213.37272727272727,232.5121212121212,248.86666666666667,225.22727272727272,233.25757575757575,239.96363636363637,223.3878787878788,234.07272727272726,245.16969696969696
82,2054.0,,,,,708.7729090909091,805.1007272727273,918.175090909091,751.6947272727273,797.1496363636364,849.1483636363636,699.3441818181818,782.1621818181818,842.7452727272727,156.0,202.89454545454547,267.7527272727273,159.42254545454543,210.36363636363637,225.54763636363634,165.07636363636362,202.21381818181817,244.57018181818182,184.70045454545456,213.41863636363635,270.2522727272727,183.5481818181818,209.85545454545456,228.04363636363635,181.2790909090909,200.6727272727273,226.11136363636365,213.3090909090909,232.71818181818182,249.0,224.99090909090907,233.33636363636364,239.94545454545454,223.38181818181818,234.1090909090909,245.45454545454544
83,2055.0,,,,,709.7345454545455,805.6636363636364,921.5994545454546,752.2576363636364,797.3841818181819,850.7198181818181,699.2269090909091,782.5609090909091,842.9563636363636,154.05866666666668,202.37139393939393,269.08896969696974,159.7313939393939,210.25018181818183,227.02884848484848,165.32848484848483,202.22642424242423,244.4189090909091,184.64727272727274,213.83818181818182,270.8963636363636,183.4359090909091,210.06227272727273,228.2031818181818,180.86545454545455,200.74363636363637,225.7568181818182,213.24545454545455,232.9242424242424,249.13333333333333,224.75454545454545,233.4151515151515,239.92727272727274,223.37575757575758,234.14545454545456,245.73939393939392
84,2056.0,,,,,710.6961818181818,806.2265454545455,925.0238181818182,752.8205454545455,797.6187272727273,852.2912727272727,699.1096363636364,782.9596363636364,843.1674545454545,152.11733333333333,201.84824242424241,270.42521212121216,160.0402424242424,210.13672727272728,228.5100606060606,165.58060606060604,202.2390303030303,244.26763636363637,184.5940909090909,214.25772727272727,271.54045454545457,183.32363636363635,210.26909090909092,228.36272727272726,180.4518181818182,200.81454545454545,225.40227272727273,213.1818181818182,233.13030303030303,249.26666666666665,224.5181818181818,233.4939393939394,239.9090909090909,223.36969696969697,234.1818181818182,246.02424242424243
85,2057.0,,,,,711.6578181818182,806.7894545454545,928.4481818181819,753.3834545454545,797.8532727272727,853.8627272727273,698.9923636363636,783.3583636363636,843.3785454545455,150.17600000000002,201.3250909090909,271.76145454545457,160.3490909090909,210.02327272727274,229.9912727272727,165.83272727272725,202.25163636363635,244.11636363636364,184.5409090909091,214.67727272727274,272.18454545454546,183.21136363636364,210.4759090909091,228.52227272727274,180.03818181818184,200.88545454545456,225.0477272727273,213.11818181818182,233.33636363636364,249.4,224.28181818181818,233.57272727272726,239.8909090909091,223.36363636363637,234.21818181818182,246.3090909090909
86,2058.0,,,,,712.6194545454546,807.3523636363636,931.8725454545455,753.9463636363636,798.0878181818182,855.4341818181819,698.8750909090909,783.757090909091,843.5896363636364,148.23466666666667,200.8019393939394,273.097696969697,160.6579393939394,209.9098181818182,231.47248484848484,166.08484848484846,202.2642424242424,243.96509090909092,184.48772727272728,215.09681818181818,272.82863636363635,183.0990909090909,210.68272727272728,228.6818181818182,179.62454545454545,200.95636363636365,224.6931818181818,213.05454545454546,233.54242424242423,249.53333333333333,224.04545454545453,233.65151515151516,239.87272727272727,223.35757575757577,234.25454545454545,246.5939393939394
87,2059.0,,,,,713.5810909090909,807.9152727272727,935.2969090909091,754.5092727272727,798.3223636363637,857.0056363636363,698.7578181818182,784.1558181818182,843.8007272727273,146.29333333333335,200.27878787878788,274.4339393939394,160.96678787878787,209.79636363636365,232.95369696969695,166.33696969696967,202.27684848484847,243.8138181818182,184.43454545454546,215.51636363636362,273.47272727272724,182.98681818181817,210.88954545454547,228.84136363636364,179.2109090909091,201.02727272727273,224.33863636363637,212.9909090909091,233.74848484848485,249.66666666666666,223.8090909090909,233.73030303030302,239.85454545454544,223.35151515151514,234.29090909090908,246.87878787878788
88,2060.0,,,,,714.5427272727272,808.4781818181818,938.7212727272728,755.0721818181818,798.5569090909091,858.5770909090909,698.6405454545455,784.5545454545455,844.0118181818182,144.352,199.75563636363637,275.77018181818187,161.27563636363635,209.6829090909091,234.43490909090906,166.5890909090909,202.28945454545453,243.66254545454544,184.38136363636363,215.9359090909091,274.1168181818182,182.87454545454545,211.09636363636363,229.0009090909091,178.79727272727274,201.0981818181818,223.98409090909092,212.92727272727274,233.95454545454544,249.79999999999998,223.57272727272726,233.8090909090909,239.83636363636364,223.34545454545454,234.3272727272727,247.16363636363636
89,2061.0,,,,,715.5043636363637,809.0410909090909,942.1456363636364,755.6350909090909,798.7914545454546,860.1485454545455,698.5232727272728,784.9532727272727,844.2229090909091,142.41066666666666,199.23248484848483,277.1064242424243,161.58448484848483,209.56945454545456,235.9161212121212,166.84121212121212,202.3020606060606,243.5112727272727,184.32818181818183,216.35545454545453,274.7609090909091,182.76227272727272,211.30318181818183,229.16045454545454,178.38363636363638,201.16909090909093,223.62954545454545,212.86363636363637,234.16060606060606,249.93333333333334,223.33636363636364,233.88787878787878,239.8181818181818,223.33939393939394,234.36363636363637,247.44848484848484
