,Jahr,MO_RR_Jahr,RSK,MO_RR_Sommer,MO_RR_Winter,MO_RR_Jahr_RCP8.5_Minimum,MO_RR_Jahr_RCP8.5_Median,MO_RR_Jahr_RCP8.5_Maximum,MO_RR_Jahr_RCP4.5_Minimum,MO_RR_Jahr_RCP4.5_Median,MO_RR_Jahr_RCP4.5_Maximum,MO_RR_Jahr_RCP2.6_Minimum,MO_RR_Jahr_RCP2.6_Median,MO_RR_Jahr_RCP2.6_Maximum,MO_RR_Sommer_RCP8.5_Minimum,MO_RR_Sommer_RCP8.5_Median,MO_RR_Sommer_RCP8.5_Maximum,MO_RR_Sommer_RCP4.5_Minimum,MO_RR_Sommer_RCP4.5_Median,MO_RR_Sommer_RCP4.5_Maximum,MO_RR_Sommer_RCP2.6_Minimum,MO_RR_Sommer_RCP2.6_Median,MO_RR_Sommer_RCP2.6_Maximum,MO_RR_Winter_RCP8.5_Minimum,MO_RR_Winter_RCP8.5_Median,MO_RR_Winter_RCP8.5_Maximum,MO_RR_Winter_RCP4.5_Minimum,MO_RR_Winter_RCP4.5_Median,MO_RR_Winter_RCP4.5_Maximum,MO_RR_Winter_RCP2.6_Minimum,MO_RR_Winter_RCP2.6_Median,MO_RR_Winter_RCP2.6_Maximum,RSK_RCP8.5_Minimum,RSK_RCP8.5_Median,RSK_RCP8.5_Maximum,RSK_RCP4.5_Minimum,RSK_RCP4.5_Median,RSK_RCP4.5_Maximum,RSK_RCP2.6_Minimum,RSK_RCP2.6_Median,RSK_RCP2.6_Maximum
90,2062.0,,,,,716.466,809.604,945.57,756.198,799.0260000000001,861.72,698.4060000000001,785.352,844.434,140.46933333333334,198.70933333333332,278.4426666666667,161.89333333333332,209.45600000000002,237.3973333333333,167.09333333333333,202.31466666666665,243.35999999999999,184.275,216.775,275.405,182.65,211.51000000000002,229.32,177.97,201.24,223.275,212.8,234.36666666666667,250.06666666666666,223.1,233.96666666666667,239.8,223.33333333333334,234.4,247.73333333333332
91,2063.0,,,,,717.4276363636363,810.1669090909091,948.9943636363637,756.7609090909091,799.2605454545455,863.2914545454545,698.2887272727273,785.7507272727273,844.6450909090909,138.52800000000002,198.1861818181818,279.7789090909091,162.2021818181818,209.34254545454547,238.87854545454545,167.34545454545454,202.3272727272727,243.20872727272726,184.22181818181818,217.19454545454545,276.0490909090909,182.53772727272727,211.71681818181818,229.47954545454544,177.55636363636364,201.3109090909091,222.92045454545456,212.73636363636365,234.57272727272726,250.2,222.86363636363635,234.04545454545453,239.78181818181818,223.3272727272727,234.43636363636364,248.0181818181818
92,2064.0,,,,,718.3892727272728,810.7298181818182,952.4187272727273,757.3238181818182,799.4950909090909,864.862909090909,698.1714545454546,786.1494545454545,844.8561818181818,136.58666666666667,197.6630303030303,281.1151515151515,162.51103030303028,209.22909090909093,240.35975757575756,167.59757575757575,202.33987878787877,243.05745454545453,184.16863636363638,217.61409090909092,276.6931818181818,182.42545454545456,211.92363636363638,229.6390909090909,177.14272727272729,201.3818181818182,222.5659090909091,212.6727272727273,234.77878787878788,250.33333333333334,222.62727272727273,234.12424242424242,239.76363636363638,223.3212121212121,234.47272727272727,248.3030303030303
93,2065.0,,,,,719.3509090909091,811.2927272727273,955.843090909091,757.8867272727273,799.7296363636364,866.4343636363636,698.0541818181819,786.5481818181819,845.0672727272727,134.64533333333333,197.13987878787879,282.451393939394,162.81987878787876,209.11563636363638,241.8409696969697,167.84969696969696,202.35248484848483,242.9061818181818,184.11545454545455,218.03363636363636,277.3372727272727,182.31318181818182,212.13045454545454,229.79863636363635,176.72909090909093,201.4527272727273,222.21136363636364,212.60909090909092,234.98484848484847,250.46666666666667,222.39090909090908,234.2030303030303,239.74545454545455,223.3151515151515,234.5090909090909,248.5878787878788
94,2066.0,,,,,720.3125454545454,811.8556363636364,959.2674545454545,758.4496363636364,799.9641818181818,868.0058181818182,697.9369090909091,786.9469090909091,845.2783636363636,132.704,196.61672727272727,283.7876363636364,163.12872727272725,209.00218181818184,243.3221818181818,168.10181818181817,202.3650909090909,242.75490909090908,184.06227272727273,218.4531818181818,277.98136363636365,182.20090909090908,212.33727272727273,229.9581818181818,176.31545454545454,201.52363636363637,221.8568181818182,212.54545454545456,235.1909090909091,250.6,222.15454545454546,234.28181818181818,239.72727272727272,223.3090909090909,234.54545454545453,248.87272727272727
95,2067.0,,,,,721.2741818181818,812.4185454545456,962.6918181818182,759.0125454545455,800.1987272727273,869.5772727272728,697.8196363636364,787.3456363636363,845.4894545454545,130.76266666666666,196.09357575757576,285.1238787878788,163.43757575757573,208.8887272727273,244.8033939393939,168.35393939393938,202.37769696969696,242.60363636363635,184.0090909090909,218.87272727272727,278.62545454545455,182.08863636363637,212.54409090909093,230.11772727272725,175.9018181818182,201.59454545454545,221.50227272727273,212.4818181818182,235.3969696969697,250.73333333333332,221.9181818181818,234.36060606060605,239.70909090909092,223.3030303030303,234.58181818181816,249.15757575757576
96,2068.0,,,,,722.2358181818182,812.9814545454545,966.1161818181818,759.5754545454545,800.4332727272728,871.1487272727272,697.7023636363637,787.7443636363637,845.7005454545455,128.82133333333334,195.57042424242422,286.46012121212124,163.74642424242424,208.77527272727272,246.28460606060605,168.6060606060606,202.39030303030304,242.45236363636363,183.9559090909091,219.29227272727272,279.26954545454544,181.97636363636363,212.7509090909091,230.27727272727273,175.48818181818183,201.66545454545457,221.14772727272728,212.4181818181818,235.6030303030303,250.86666666666667,221.6818181818182,234.43939393939394,239.6909090909091,223.29696969696968,234.61818181818182,249.44242424242424
97,2069.0,,,,,723.1974545454545,813.5443636363636,969.5405454545454,760.1383636363636,800.6678181818182,872.7201818181818,697.5850909090909,788.1430909090909,845.9116363636364,126.88,195.0472727272727,287.79636363636365,164.05527272727272,208.66181818181818,247.76581818181816,168.8581818181818,202.4029090909091,242.3010909090909,183.90272727272728,219.7118181818182,279.91363636363633,181.86409090909092,212.95772727272728,230.43681818181818,175.07454545454547,201.73636363636365,220.7931818181818,212.35454545454544,235.8090909090909,251.0,221.44545454545454,234.5181818181818,239.6727272727273,223.29090909090908,234.65454545454546,249.72727272727272
98,2070.0,,,,,724.1590909090909,814.1072727272727,972.964909090909,760.7012727272727,800.9023636363637,874.2916363636364,697.4678181818182,788.5418181818181,846.1227272727273,124.93866666666666,194.5241212121212,289.1326060606061,164.3641212121212,208.54836363636363,249.24703030303027,169.11030303030302,202.41551515151517,242.14981818181818,183.84954545454545,220.13136363636363,280.5577272727273,181.75181818181818,213.16454545454548,230.59636363636363,174.6609090909091,201.80727272727273,220.43863636363636,212.29090909090908,236.01515151515153,251.13333333333333,221.20909090909092,234.5969696969697,239.65454545454546,223.28484848484848,234.6909090909091,250.0121212121212
99,2071.0,,,,,725.1207272727272,814.6701818181818,976.3892727272727,761.2641818181818,801.1369090909092,875.8630909090909,697.3505454545455,788.9405454545455,846.3338181818182,122.99733333333333,194.0009696969697,290.46884848484854,164.6729696969697,208.4349090909091,250.7282424242424,169.36242424242423,202.42812121212123,241.99854545454545,183.79636363636362,220.5509090909091,281.20181818181817,181.63954545454544,213.37136363636364,230.75590909090909,174.24727272727273,201.87818181818182,220.08409090909092,212.22727272727272,236.22121212121212,251.26666666666665,220.97272727272727,234.67575757575756,239.63636363636363,223.27878787878788,234.72727272727272,250.29696969696968
100,2072.0,,,,,726.0823636363637,815.233090909091,979.8136363636363,761.8270909090909,801.3714545454545,877.4345454545455,697.2332727272727,789.3392727272727,846.5449090909091,121.056,193.47781818181818,291.80509090909095,164.98181818181817,208.32145454545454,252.20945454545452,169.61454545454544,202.4407272727273,241.84727272727272,183.74318181818182,220.97045454545454,281.84590909090906,181.52727272727273,213.57818181818183,230.91545454545454,173.83363636363637,201.94909090909093,219.72954545454544,212.16363636363636,236.42727272727274,251.4,220.73636363636365,234.75454545454545,239.61818181818182,223.27272727272728,234.76363636363635,250.5818181818182
101,2073.0,,,,,727.044,815.796,983.2379999999999,762.39,801.606,879.006,697.116,789.738,846.756,119.11466666666666,192.95466666666667,293.14133333333336,165.29066666666665,208.208,253.69066666666663,169.86666666666665,202.45333333333335,241.696,183.69,221.39,282.49,181.415,213.785,231.075,173.42000000000002,202.02,219.375,212.1,236.63333333333333,251.53333333333333,220.5,234.83333333333331,239.6,223.26666666666665,234.79999999999998,250.86666666666667
102,2074.0,,,,,728.0056363636363,816.3589090909092,986.6623636363636,762.9529090909091,801.8405454545455,880.5774545454545,696.9987272727273,790.1367272727273,846.9670909090909,117.17333333333333,192.43151515151516,294.4775757575758,165.59951515151513,208.09454545454545,255.17187878787877,170.11878787878786,202.4659393939394,241.54472727272727,183.63681818181817,221.80954545454546,283.1340909090909,181.30272727272728,213.9918181818182,231.23454545454544,173.00636363636363,202.0909090909091,219.02045454545456,212.03636363636363,236.83939393939394,251.66666666666666,220.26363636363635,234.9121212121212,239.5818181818182,223.26060606060605,234.83636363636361,251.15151515151516
103,2075.0,,,,,728.9672727272728,816.9218181818183,990.0867272727272,763.5158181818182,802.0750909090909,882.1489090909091,696.8814545454545,790.5354545454545,847.1781818181818,115.232,191.90836363636362,295.8138181818182,165.90836363636362,207.9810909090909,256.6530909090909,170.37090909090907,202.47854545454547,241.39345454545455,183.58363636363637,222.2290909090909,283.7781818181818,181.19045454545454,214.19863636363638,231.3940909090909,172.59272727272727,202.1618181818182,218.66590909090908,211.97272727272727,237.04545454545456,251.8,220.02727272727273,234.99090909090907,239.56363636363636,223.25454545454545,234.87272727272727,251.43636363636364
104,2076.0,,,,,729.9289090909091,817.4847272727274,993.5110909090909,764.0787272727273,802.3096363636364,883.7203636363637,696.7641818181819,790.9341818181819,847.3892727272727,113.29066666666665,191.3852121212121,297.15006060606066,166.2172121212121,207.86763636363636,258.134303030303,170.6230303030303,202.49115151515153,241.2421818181818,183.53045454545455,222.64863636363637,284.42227272727274,181.07818181818183,214.40545454545455,231.55363636363634,172.17909090909092,202.2327272727273,218.31136363636364,211.9090909090909,237.25151515151515,251.93333333333334,219.79090909090908,235.06969696969696,239.54545454545456,223.24848484848485,234.9090909090909,251.72121212121212
105,2077.0,,,,,730.8905454545454,818.0476363636365,996.9354545454545,764.6416363636364,802.5441818181819,885.2918181818181,696.6469090909092,791.3329090909091,847.6003636363636,111.34933333333333,190.8620606060606,298.4863030303031,166.52606060606058,207.75418181818182,259.6155151515151,170.87515151515152,202.5037575757576,241.09090909090907,183.47727272727272,223.0681818181818,285.06636363636363,180.9659090909091,214.61227272727274,231.7131818181818,171.76545454545456,202.30363636363637,217.9568181818182,211.84545454545454,237.45757575757577,252.06666666666666,219.55454545454546,235.14848484848483,239.52727272727273,223.24242424242422,234.94545454545454,252.0060606060606
106,2078.0,,,,,731.8521818181817,818.6105454545456,1000.3598181818181,765.2045454545455,802.7787272727273,886.8632727272727,696.5296363636364,791.7316363636364,847.8114545454545,109.40799999999999,190.33890909090908,299.8225454545455,166.8349090909091,207.64072727272728,261.09672727272726,171.12727272727273,202.51636363636365,240.93963636363634,183.4240909090909,223.48772727272726,285.7104545454545,180.85363636363635,214.8190909090909,231.87272727272725,171.35181818181817,202.37454545454545,217.60227272727272,211.78181818181818,237.66363636363636,252.2,219.3181818181818,235.22727272727272,239.5090909090909,223.23636363636362,234.98181818181817,252.29090909090908
107,2079.0,,,,,732.8138181818182,819.1734545454545,1003.7841818181818,765.7674545454545,803.0132727272728,888.4347272727273,696.4123636363637,792.1303636363637,848.0225454545455,107.46666666666667,189.81575757575757,301.1587878787879,167.14375757575758,207.52727272727273,262.57793939393935,171.37939393939394,202.5289696969697,240.7883636363636,183.3709090909091,223.90727272727273,286.3545454545455,180.74136363636364,215.0259090909091,232.03227272727273,170.93818181818182,202.44545454545457,217.24772727272727,211.71818181818182,237.86969696969697,252.33333333333334,219.0818181818182,235.30606060606058,239.4909090909091,223.23030303030302,235.0181818181818,252.57575757575756
108,2080.0,,,,,733.7754545454545,819.7363636363636,1007.2085454545454,766.3303636363636,803.2478181818182,890.0061818181819,696.295090909091,792.5290909090909,848.2336363636364,105.52533333333332,189.29260606060606,302.4950303030303,167.45260606060606,207.4138181818182,264.0591515151515,171.63151515151515,202.54157575757577,240.6370909090909,183.31772727272727,224.32681818181817,286.99863636363636,180.6290909090909,215.2327272727273,232.19181818181818,170.52454545454546,202.51636363636365,216.8931818181818,211.65454545454546,238.0757575757576,252.46666666666667,218.84545454545454,235.38484848484848,239.47272727272727,223.22424242424242,235.05454545454543,252.86060606060607
109,2081.0,,,,,734.7370909090909,820.2992727272728,1010.632909090909,766.8932727272727,803.4823636363636,891.5776363636364,696.1778181818182,792.9278181818182,848.4447272727273,103.58399999999999,188.76945454545452,303.8312727272728,167.76145454545454,207.30036363636364,265.5403636363636,171.88363636363636,202.55418181818183,240.48581818181816,183.26454545454544,224.74636363636364,287.64272727272726,180.5168181818182,215.43954545454545,232.35136363636363,170.1109090909091,202.58727272727273,216.53863636363636,211.5909090909091,238.28181818181818,252.6,218.60909090909092,235.46363636363634,239.45454545454547,223.21818181818182,235.0909090909091,253.14545454545456
110,2082.0,,,,,735.6987272727272,820.8621818181819,1014.0572727272727,767.4561818181818,803.7169090909091,893.1490909090909,696.0605454545455,793.3265454545455,848.6558181818182,101.64266666666666,188.246303030303,305.1675151515152,168.07030303030302,207.1869090909091,267.02157575757576,172.13575757575757,202.5667878787879,240.33454545454543,183.21136363636361,225.16590909090908,288.28681818181815,180.40454545454546,215.64636363636365,232.51090909090908,169.69727272727272,202.65818181818182,216.1840909090909,211.52727272727273,238.4878787878788,252.73333333333332,218.37272727272727,235.54242424242423,239.43636363636364,223.2121212121212,235.12727272727273,253.43030303030304
111,2083.0,,,,,736.6603636363636,821.425090909091,1017.4816363636363,768.0190909090909,803.9514545454546,894.7205454545455,695.9432727272728,793.7252727272728,848.8669090909091,99.70133333333332,187.7231515151515,306.5037575757576,168.3791515151515,207.07345454545455,268.50278787878784,172.38787878787878,202.57939393939395,240.1832727272727,183.15818181818182,225.58545454545455,288.9309090909091,180.29227272727275,215.8531818181818,232.67045454545453,169.28363636363636,202.72909090909093,215.82954545454544,211.46363636363637,238.6939393939394,252.86666666666667,218.13636363636365,235.6212121212121,239.41818181818184,223.2060606060606,235.16363636363636,253.71515151515152
112,2084.0,,,,,737.622,821.988,1020.906,768.582,804.186,896.292,695.826,794.124,849.078,97.75999999999999,187.2,307.84000000000003,168.688,206.96,269.984,172.64,202.592,240.03199999999998,183.105,226.005,289.575,180.18,216.06,232.82999999999998,168.87,202.8,215.475,211.4,238.9,253.0,217.9,235.7,239.4,223.2,235.2,254.0
